1643386743.000000, 1643386743.000000, 1643386743.000000
32.000000, 32.000000, 32.000000
-39,1,51
-39,1,51
-39,1,51
-40,1,51
-40,1,51
-40,1,51
-40,1,51
-40,1,51
-39,1,51
-40,1,50
-40,1,51
-39,1,51
-39,1,50
-40,1,51
-40,1,51
-40,1,50
-40,1,50
-40,1,51
-40,1,51
-40,1,51
-40,1,50
-40,1,51
-39,1,50
-39,1,50
-40,2,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,51
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,51
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,51
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,1,50
-40,2,51
-41,1,50
-41,1,50
-42,0,49
-40,1,50
-40,2,51
-41,0,49
-37,1,52
-39,1,52
-43,0,49
-36,0,52
-39,1,51
-39,1,51
-40,1,51
-39,2,50
-38,1,51
-38,1,51
-37,3,53
-39,1,51
-39,0,51
-37,1,51
-38,2,51
-37,1,52
-38,1,52
-39,1,51
-38,1,52
-39,1,51
-39,1,50
-37,1,51
-39,1,51
-38,1,51
-38,1,52
-39,1,51
-39,1,51
-38,1,51
-38,1,51
-39,1,51
-38,1,51
-38,1,52
-38,1,52
-40,1,51
-39,1,51
-38,1,51
-39,1,52
-39,1,52
-38,1,51
-38,1,51
-39,1,51
-38,1,52
-37,1,52
-38,1,51
-37,1,52
-37,1,52
-38,1,51
-38,1,51
