1644418158.000000, IBI
25.296875,0.734375
44.125000,0.796875
44.921875,0.796875
63.109375,0.828125
63.984375,0.875000
64.906250,0.921875
65.796875,0.890625
66.625000,0.828125
67.500000,0.875000
68.421875,0.921875
69.265625,0.843750
75.203125,0.703125
76.078125,0.875000
76.765625,0.687500
77.593750,0.828125
78.281250,0.687500
78.953125,0.671875
79.640625,0.687500
86.625000,0.781250
87.421875,0.796875
88.312500,0.890625
89.015625,0.703125
104.687500,0.781250
105.468750,0.781250
106.234375,0.765625
106.937500,0.703125
107.765625,0.828125
108.703125,0.937500
112.265625,0.812500
113.046875,0.781250
113.921875,0.875000
126.625000,0.750000
127.390625,0.765625
128.140625,0.750000
128.906250,0.765625
133.140625,0.687500
133.890625,0.750000
134.765625,0.875000
135.687500,0.921875
136.546875,0.859375
137.421875,0.875000
138.312500,0.890625
149.640625,0.781250
150.406250,0.765625
151.125000,0.718750
155.890625,0.734375
156.671875,0.781250
182.546875,0.734375
183.250000,0.703125
183.968750,0.718750
184.718750,0.750000
185.546875,0.828125
200.984375,0.875000
201.875000,0.890625
202.765625,0.890625
203.656250,0.890625
204.531250,0.875000
205.671875,1.140625
206.890625,1.218750
225.625000,0.750000
226.312500,0.687500
227.000000,0.687500
227.750000,0.750000
228.390625,0.640625
229.046875,0.656250
229.656250,0.609375
240.625000,0.859375
241.500000,0.875000
242.343750,0.843750
243.203125,0.859375
244.015625,0.812500
244.859375,0.843750
245.687500,0.828125
253.828125,0.875000
254.625000,0.796875
262.640625,0.625000
263.296875,0.656250
264.078125,0.781250
281.953125,0.875000
282.750000,0.796875
283.578125,0.828125
284.421875,0.843750
285.265625,0.843750
286.093750,0.828125
286.937500,0.843750
287.718750,0.781250
292.171875,0.718750
292.828125,0.656250
293.515625,0.687500
294.171875,0.656250
294.890625,0.718750
295.531250,0.640625
296.218750,0.687500
296.906250,0.687500
297.640625,0.734375
298.359375,0.718750
299.078125,0.718750
299.843750,0.765625
300.593750,0.750000
301.359375,0.765625
302.140625,0.781250
302.906250,0.765625
306.765625,0.718750
307.468750,0.703125
308.187500,0.718750
308.921875,0.734375
309.703125,0.781250
310.484375,0.781250
311.250000,0.765625
311.968750,0.718750
312.687500,0.718750
313.500000,0.812500
314.328125,0.828125
315.234375,0.906250
316.109375,0.875000
316.859375,0.750000
317.640625,0.781250
332.453125,0.859375
333.296875,0.843750
339.312500,0.812500
349.750000,1.031250
350.687500,0.937500
368.906250,0.828125
373.734375,0.828125
374.546875,0.812500
375.359375,0.812500
376.109375,0.750000
382.625000,0.859375
383.500000,0.875000
384.265625,0.765625
398.843750,0.734375
399.562500,0.718750
400.312500,0.750000
430.171875,0.859375
431.031250,0.859375
431.890625,0.859375
432.750000,0.859375
433.625000,0.875000
434.703125,1.078125
441.593750,0.734375
442.328125,0.734375
443.046875,0.718750
443.781250,0.734375
444.546875,0.765625
445.328125,0.781250
446.125000,0.796875
446.859375,0.734375
447.656250,0.796875
448.437500,0.781250
449.234375,0.796875
