,timestamps,emotions
1497,1649290768,2
1498,1649290798,2
1499,1649290828,2
1500,1649290858,2
1501,1649290888,2
1502,1649290918,2
1503,1649290948,2
1504,1649290978,2
1505,1649291008,2
1506,1649291038,2
1507,1649291068,2
1508,1649291098,2
1509,1649291128,2
1510,1649291158,2
1511,1649291188,2
1512,1649291218,2
1513,1649291248,2
1514,1649291278,2
1515,1649291308,2
1516,1649291338,2
1517,1649291368,2
1518,1649291398,2
1519,1649291428,2
1520,1649291458,2
1521,1649291488,2
1522,1649291518,2
1523,1649291548,2
1524,1649291578,2
1525,1649291608,2
1526,1649291638,2
1527,1649291668,2
1528,1649291698,2
1529,1649291728,2
1530,1649291758,2
1531,1649291788,2
1532,1649291818,2
1533,1649291848,2
1534,1649291878,2
1535,1649291908,2
1536,1649291938,2
1537,1649291968,2
1538,1649291998,2
1539,1649292028,2
1540,1649292058,2
1541,1649292088,2
1542,1649292118,2
1543,1649292148,2
1544,1649292178,2
1545,1649292208,2
1546,1649292238,2
1547,1649292268,2
1548,1649292298,2
1549,1649292328,2
1550,1649292358,2
1551,1649292388,2
1552,1649292418,2
1553,1649292448,2
1554,1649292478,2
1555,1649292508,2
1556,1649292538,2
1557,1649292568,2
1558,1649292598,2
1559,1649292628,2
1560,1649292658,2
1561,1649292688,2
1562,1649292718,2
1563,1649292748,2
1564,1649292778,2
1565,1649292808,2
1566,1649292838,2
1567,1649292868,2
1568,1649292898,2
1569,1649292928,2
1570,1649292958,2
1571,1649292988,2
1572,1649293018,2
1573,1649293048,2
1574,1649293078,2
1575,1649293108,2
1576,1649293138,2
1577,1649293168,2
1578,1649293198,2
1579,1649293228,2
1580,1649293258,2
1581,1649293288,2
1582,1649293318,2
1583,1649293348,2
1584,1649293378,2
1585,1649293408,2
1586,1649293438,2
1587,1649293468,2
1588,1649293498,2
1589,1649293528,2
1590,1649293558,2
1591,1649293588,2
1592,1649293618,2
1593,1649293648,2
1594,1649293678,2
1595,1649293708,2
1596,1649293738,2
1597,1649293768,2
1598,1649293798,2
1599,1649293828,2
1600,1649293858,2
1601,1649293888,2
1602,1649293918,2
1603,1649293948,2
1604,1649293978,2
1605,1649294008,2
1606,1649294038,2
1607,1649294068,2
1608,1649294098,2
1609,1649294128,3
1610,1649294158,3
1611,1649294188,3
1612,1649294218,3
1613,1649294248,3
1614,1649294278,3
1615,1649294308,3
1616,1649294338,3
1617,1649294368,3
1618,1649294398,3
1619,1649294428,3
1620,1649294458,3
1621,1649294488,3
1622,1649294518,3
1623,1649294548,3
1624,1649294578,3
1625,1649294608,3
1626,1649294638,3
1627,1649294668,3
1628,1649294698,3
1629,1649294728,3
1630,1649294758,3
1631,1649294788,3
1632,1649294818,3
1633,1649294848,3
1634,1649294878,3
1635,1649294908,3
1636,1649294938,3
1637,1649294968,3
1638,1649294998,3
1639,1649295028,3
1640,1649295058,3
1641,1649295088,3
1642,1649295118,3
1643,1649295148,3
1644,1649295178,3
1645,1649295208,3
1646,1649295238,3
1647,1649295268,3
1648,1649295298,3
1649,1649295328,3
1650,1649295358,3
1651,1649295388,3
1652,1649295418,3
1653,1649295448,3
1654,1649295478,3
1655,1649295508,3
1656,1649295538,3
1657,1649295568,3
1658,1649295598,3
1659,1649295628,3
1660,1649295658,3
1661,1649295688,3
1662,1649295718,3
1663,1649295748,3
1664,1649295778,3
1665,1649295808,3
1666,1649295838,3
1667,1649295868,3
1668,1649295898,3
1669,1649295928,3
1670,1649295958,3
1671,1649295988,3
1672,1649296018,3
1673,1649296048,4
1674,1649296078,4
1675,1649296108,4
1676,1649296138,4
1677,1649296168,4
1678,1649296198,4
1679,1649296228,4
1680,1649296258,4
1681,1649296288,4
1682,1649296318,4
1683,1649296348,4
1684,1649296378,4
1685,1649296408,4
1686,1649296438,4
1687,1649296468,4
1688,1649296498,4
1689,1649296528,4
1690,1649296558,4
1691,1649296588,4
1692,1649296618,4
1693,1649296648,4
1694,1649296678,4
1695,1649296708,4
1696,1649296738,4
1697,1649296768,4
1698,1649296798,4
1699,1649296828,4
1700,1649296858,4
1701,1649296888,4
1702,1649296918,4
1703,1649296948,4
1704,1649296978,4
1705,1649297008,1
1706,1649297038,1
1707,1649297068,1
1708,1649297098,1
1709,1649297128,1
1710,1649297158,1
1711,1649297188,1
1712,1649297218,1
1713,1649297248,1
1714,1649297278,1
1715,1649297308,1
1716,1649297338,1
1717,1649297368,1
1718,1649297398,1
1719,1649297428,1
1720,1649297458,1
1721,1649297488,1
1722,1649297518,1
1723,1649297548,1
1724,1649297578,1
1725,1649297608,1
1726,1649297638,1
1727,1649297668,1
1728,1649297698,1
1729,1649297728,1
1730,1649297758,1
1731,1649297788,1
1732,1649297818,1
1733,1649297848,1
1734,1649297878,1
1735,1649297908,1
1736,1649297938,1
1737,1649297968,1
1738,1649297998,1
1739,1649298028,1
1740,1649298058,1
1741,1649298088,1
1742,1649298118,1
1743,1649298148,1
1744,1649298178,1
1745,1649298208,1
1746,1649298238,1
1747,1649298268,1
1748,1649298298,1
1749,1649298328,1
1750,1649298358,1
1751,1649298388,1
1752,1649298418,1
1753,1649298448,1
1754,1649298478,1
1755,1649298508,1
1756,1649298538,1
1757,1649298568,1
1758,1649298598,1
1759,1649298628,1
1760,1649298658,1
1761,1649298688,1
1762,1649298718,1
1763,1649298748,1
1764,1649298778,1
1765,1649298808,1
1766,1649298838,1
1767,1649298868,1
1768,1649298898,1
1769,1649298928,1
1770,1649298958,1
1771,1649298988,1
1772,1649299018,1
1773,1649299048,1
1774,1649299078,1
1775,1649299108,1
1776,1649299138,1
1777,1649299168,1
1778,1649299198,1
1779,1649299228,1
1780,1649299258,1
1781,1649299288,1
1782,1649299318,1
1783,1649299348,1
1784,1649299378,2
1785,1649299408,2
1786,1649299438,2
1787,1649299468,2
1788,1649299498,2
1789,1649299528,2
1790,1649299558,2
1791,1649299588,2
1792,1649299618,2
1793,1649299648,2
1794,1649299678,2
1795,1649299708,2
1796,1649299738,2
1797,1649299768,2
1798,1649299798,2
1799,1649299828,2
1800,1649299858,2
1801,1649299888,2
1802,1649299918,2
1803,1649299948,2
1804,1649299978,2
1805,1649300008,2
1806,1649300038,2
1807,1649300068,2
1808,1649300098,2
1809,1649300128,2
1810,1649300158,2
1811,1649300188,2
1812,1649300218,2
1813,1649300248,2
1814,1649300278,2
1815,1649300308,2
1816,1649300338,2
1817,1649300368,2
1818,1649300398,2
1819,1649300428,2
1820,1649300458,2
1821,1649300488,2
1822,1649300518,2
1823,1649300548,2
1824,1649300578,2
1825,1649300608,2
1826,1649300638,2
1827,1649300668,2
1828,1649300698,2
1829,1649300728,2
1830,1649300758,2
1831,1649300788,2
1832,1649300818,2
1833,1649300848,2
1834,1649300878,2
1835,1649300908,2
1836,1649300938,2
1837,1649300968,2
1838,1649300998,2
1839,1649301028,2
1840,1649301058,2
1841,1649301088,2
1842,1649301118,2
1843,1649301148,2
1844,1649301178,2
1845,1649301208,2
1846,1649301238,2
1847,1649301268,2
1848,1649301298,2
1849,1649301328,2
1850,1649301358,2
1851,1649301388,2
1852,1649301418,2
1853,1649301448,2
1854,1649301478,2
1855,1649301508,2
1856,1649301538,2
1857,1649301568,2
1858,1649301598,2
1859,1649301628,2
1860,1649301658,2
1861,1649301688,2
1862,1649301718,2
1863,1649301748,2
1864,1649301778,2
1865,1649301808,2
1866,1649301838,2
1867,1649301868,2
1868,1649301898,2
1869,1649301928,2
1870,1649301958,2
1871,1649301988,2
1872,1649302018,4
1873,1649302048,4
1874,1649302078,4
1875,1649302108,4
1876,1649302138,4
1877,1649302168,4
1878,1649302198,4
1879,1649302228,4
1880,1649302258,4
1881,1649302288,4
1882,1649302318,4
1883,1649302348,4
1884,1649302378,4
1885,1649302408,4
1886,1649302438,4
1887,1649302468,4
1888,1649302498,4
1889,1649302528,4
1890,1649302558,4
1891,1649302588,4
1892,1649302618,4
1893,1649302648,4
1894,1649302678,4
1895,1649302708,4
1896,1649302738,4
1897,1649302768,4
1898,1649302798,4
1899,1649302828,4
1900,1649302858,4
1901,1649302888,4
1902,1649302918,4
1903,1649302948,4
1904,1649302978,4
1905,1649303008,4
1906,1649303038,4
1907,1649303068,4
1908,1649303098,4
1909,1649303128,4
1910,1649303158,4
1911,1649303188,4
1912,1649303218,4
1913,1649303248,4
1914,1649303278,4
1915,1649303308,4
1916,1649303338,4
1917,1649303368,4
1918,1649303398,4
1919,1649303428,4
1920,1649303458,4
1921,1649303488,4
1922,1649303518,4
1923,1649303548,4
1924,1649303578,4
1925,1649303608,4
1926,1649303638,4
1927,1649303668,4
1928,1649303698,4
1929,1649303728,4
1930,1649303758,4
1931,1649303788,4
1932,1649303818,4
1933,1649303848,4
1934,1649303878,4
1935,1649303908,4
1936,1649303938,4
1937,1649303968,4
1938,1649303998,4
1939,1649304028,4
1940,1649304058,4
1941,1649304088,4
1942,1649304118,4
1943,1649304148,4
1944,1649304178,4
1945,1649304208,4
1946,1649304238,4
1947,1649304268,4
1948,1649304298,4
1949,1649304328,4
1950,1649304358,3
1951,1649304388,3
1952,1649304418,3
1953,1649304448,3
1954,1649304478,3
1955,1649304508,3
1956,1649304538,3
1957,1649304568,3
1958,1649304598,3
1959,1649304628,3
1960,1649304658,3
1961,1649304688,3
1962,1649304718,3
1963,1649304748,3
1964,1649304778,3
1965,1649304808,3
1966,1649304838,3
1967,1649304868,3
1968,1649304898,3
1969,1649304928,3
1970,1649304958,3
1971,1649304988,3
1972,1649305018,3
1973,1649305048,3
1974,1649305078,3
1975,1649305108,3
1976,1649305138,3
1977,1649305168,3
1978,1649305198,3
1979,1649305228,3
1980,1649305258,3
1981,1649305288,3
1982,1649305318,3
1983,1649305348,3
1984,1649305378,3
1985,1649305408,3
1986,1649305438,3
1987,1649305468,3
1988,1649305498,3
1989,1649305528,3
1990,1649305558,3
1991,1649305588,3
1992,1649305618,3
1993,1649305648,3
1994,1649305678,3
1995,1649305708,3
1996,1649305738,3
1997,1649305768,3
1998,1649305798,3
1999,1649305828,3
2000,1649305858,3
2001,1649305888,3
2002,1649305918,3
2003,1649305948,3
2004,1649305978,3
2005,1649306008,3
2006,1649306038,3
2007,1649306068,3
2008,1649306098,3
2009,1649306128,3
2010,1649306158,3
2011,1649306188,3
2012,1649306218,3
2013,1649306248,3
2014,1649306278,3
2015,1649306308,3
2016,1649306338,3
2017,1649306368,3
2018,1649306398,3
2019,1649306428,3
2020,1649306458,3
2021,1649306488,3
2022,1649306518,3
2023,1649306548,3
2024,1649306578,3
2025,1649306608,3
2026,1649306638,3
2027,1649306668,3
2028,1649306698,3
2029,1649306728,3
2030,1649306758,3
2031,1649306788,3
2032,1649306818,3
2033,1649306848,3
2034,1649306878,3
2035,1649306908,3
2036,1649306938,3
2037,1649306968,3
2038,1649306998,3
2039,1649307028,3
2040,1649307058,3
2041,1649307088,3
2042,1649307118,3
2043,1649307148,3
2044,1649307178,3
2045,1649307208,3
2046,1649307238,3
2047,1649307268,3
2048,1649307298,3
2049,1649307328,3
2050,1649307358,3
2051,1649307388,3
2052,1649307418,3
2053,1649307448,3
2054,1649307478,3
2055,1649307508,3
2056,1649307538,3
2057,1649307568,3
2058,1649307598,3
2059,1649307628,3
2060,1649307658,3
2061,1649307688,3
2062,1649307718,3
2063,1649307748,3
2064,1649307778,3
2065,1649307808,3
2066,1649307838,3
2067,1649307868,3
2068,1649307898,3
2069,1649307928,3
2070,1649307958,3
2071,1649307988,3
2072,1649308018,3
2073,1649308048,3
2074,1649308078,3
2075,1649308108,3
2076,1649308138,3
2077,1649308168,3
2078,1649308198,3
2079,1649308228,3
2080,1649308258,3
2081,1649308288,3
2082,1649308318,3
2083,1649308348,3
2084,1649308378,3
2085,1649308408,3
2086,1649308438,3
2087,1649308468,3
2088,1649308498,3
2089,1649308528,3
2090,1649308558,3
2091,1649308588,3
2092,1649308618,3
2093,1649308648,3
2094,1649308678,3
2095,1649308708,3
2096,1649308738,3
2097,1649308768,3
2098,1649308798,3
2099,1649308828,3
2100,1649308858,3
2101,1649308888,3
2102,1649308918,3
2103,1649308948,3
2104,1649308978,3
2105,1649309008,3
2106,1649309038,3
2107,1649309068,3
2108,1649309098,3
2109,1649309128,3
2110,1649309158,3
2111,1649309188,3
2112,1649309218,3
2113,1649309248,3
2114,1649309278,3
2115,1649309308,3
2116,1649309338,3
2117,1649309368,3
2118,1649309398,3
2119,1649309428,3
2120,1649309458,3
2121,1649309488,3
2122,1649309518,3
2123,1649309548,3
2124,1649309578,3
2125,1649309608,3
2126,1649309638,3
2127,1649309668,3
2128,1649309698,3
2129,1649309728,3
2130,1649309758,3
2131,1649309788,3
2132,1649309818,3
2133,1649309848,3
2134,1649309878,3
2135,1649309908,3
2136,1649309938,3
2137,1649309968,3
2138,1649309998,3
2139,1649310028,3
2140,1649310058,3
2141,1649310088,3
2142,1649310118,3
2143,1649310148,3
2144,1649310178,3
2145,1649310208,3
2146,1649310238,3
2147,1649310268,3
2148,1649310298,3
2149,1649310328,3
2150,1649310358,2
2151,1649310388,2
2152,1649310418,2
2153,1649310448,2
2154,1649310478,2
2155,1649310508,2
2156,1649310538,2
2157,1649310568,2
2158,1649310598,2
2159,1649310628,2
2160,1649310658,2
2161,1649310688,2
2162,1649310718,2
2163,1649310748,2
2164,1649310778,2
2165,1649310808,2
2166,1649310838,2
2167,1649310868,2
2168,1649310898,2
2169,1649310928,2
2170,1649310958,2
2171,1649310988,2
2172,1649311018,2
2173,1649311048,2
2174,1649311078,2
2175,1649311108,2
2176,1649311138,2
2177,1649311168,2
2178,1649311198,2
2179,1649311228,2
2180,1649311258,2
2181,1649311288,2
2182,1649311318,2
2183,1649311348,2
2184,1649311378,2
2185,1649311408,2
2186,1649311438,2
2187,1649311468,2
2188,1649311498,2
2189,1649311528,2
2190,1649311558,2
2191,1649311588,2
2192,1649311618,2
2193,1649311648,2
2194,1649311678,2
2195,1649311708,2
2196,1649311738,2
2197,1649311768,2
2198,1649311798,2
2199,1649311828,2
2200,1649311858,2
2201,1649311888,2
2202,1649311918,2
2203,1649311948,2
2204,1649311978,2
2205,1649312008,2
2206,1649312038,2
2207,1649312068,2
2208,1649312098,2
2209,1649312128,2
2210,1649312158,2
2211,1649312188,2
2212,1649312218,2
2213,1649312248,2
2214,1649312278,2
2215,1649312308,2
2216,1649312338,2
2217,1649312368,2
2218,1649312398,2
2219,1649312428,2
2220,1649312458,2
2221,1649312488,2
2222,1649312518,2
2223,1649312548,2
2224,1649312578,2
2225,1649312608,2
2226,1649312638,2
2227,1649312668,2
2228,1649312698,2
2229,1649312728,2
2230,1649312758,2
2231,1649312788,2
2232,1649312818,2
2233,1649312848,2
2234,1649312878,2
2235,1649312908,2
2236,1649312938,2
2237,1649312968,2
2238,1649312998,2
2239,1649313028,2
2240,1649313058,2
2241,1649313088,2
2242,1649313118,2
2243,1649313148,2
2244,1649313178,2
2245,1649313208,2
2246,1649313238,2
2247,1649313268,2
2248,1649313298,2
2249,1649313328,2
2250,1649313358,2
2251,1649313388,2
2252,1649313418,2
2253,1649313448,2
2254,1649313478,2
2255,1649313508,4
2256,1649313538,4
2257,1649313568,4
2258,1649313598,4
2259,1649313628,4
2260,1649313658,4
2261,1649313688,4
2262,1649313718,4
2263,1649313748,4
2264,1649313778,4
2265,1649313808,4
2266,1649313838,4
2267,1649313868,4
2268,1649313898,4
2269,1649313928,4
2270,1649313958,4
2271,1649313988,4
2272,1649314018,4
2273,1649314048,4
2274,1649314078,4
2275,1649314108,4
2276,1649314138,4
2277,1649314168,4
2278,1649314198,4
2279,1649314228,4
2280,1649314258,4
2281,1649314288,4
2282,1649314318,4
2283,1649314348,4
2284,1649314378,2
2285,1649314408,2
2286,1649314438,2
2287,1649314468,2
2288,1649314498,2
2289,1649314528,2
2290,1649314558,2
2291,1649314588,2
2292,1649314618,2
2293,1649314648,2
2294,1649314678,2
2295,1649314708,2
2296,1649314738,2
2297,1649314768,2
2298,1649314798,2
2299,1649314828,2
2300,1649314858,2
2301,1649314888,2
2302,1649314918,2
2303,1649314948,2
2304,1649314978,2
2305,1649315008,2
2306,1649315038,2
2307,1649315068,2
2308,1649315098,2
2309,1649315128,2
2310,1649315158,2
2311,1649315188,2
2312,1649315218,2
2313,1649315248,2
2314,1649315278,2
2315,1649315308,2
2316,1649315338,2
2317,1649315368,2
2318,1649315398,2
2319,1649315428,2
2320,1649315458,2
2321,1649315488,2
2322,1649315518,2
2323,1649315548,2
2324,1649315578,2
2325,1649315608,2
2326,1649315638,2
2327,1649315668,2
2328,1649315698,2
2329,1649315728,2
2330,1649315758,2
2331,1649315788,2
2332,1649315818,2
2333,1649315848,2
2334,1649315878,2
2335,1649315908,2
2336,1649315938,2
2337,1649315968,2
2338,1649315998,2
2339,1649316028,2
2340,1649316058,2
2341,1649316088,2
2342,1649316118,1
2343,1649316148,1
2344,1649316178,1
2345,1649316208,1
2346,1649316238,1
2347,1649316268,1
2348,1649316298,1
2349,1649316328,1
2350,1649316358,1
2351,1649316388,1
2352,1649316418,1
2353,1649316448,1
2354,1649316478,1
2355,1649316508,1
2356,1649316538,1
2357,1649316568,1
2358,1649316598,1
2359,1649316628,1
2360,1649316658,1
2361,1649316688,1
2362,1649316718,1
2363,1649316748,1
2364,1649316778,1
2365,1649316808,1
2366,1649316838,1
2367,1649316868,1
2368,1649316898,1
2369,1649316928,1
2370,1649316958,1
2371,1649316988,1
2372,1649317018,1
2373,1649317048,1
2374,1649317078,1
2375,1649317108,1
2376,1649317138,1
2377,1649317168,1
2378,1649317198,1
2379,1649317228,1
2380,1649317258,1
2381,1649317288,1
2382,1649317318,1
2383,1649317348,1
2384,1649317378,1
2385,1649317408,1
2386,1649317438,1
2387,1649317468,1
2388,1649317498,1
2389,1649317528,1
2390,1649317558,1
2391,1649317588,1
2392,1649317618,1
2393,1649317648,1
2394,1649317678,1
2395,1649317708,1
2396,1649317738,1
2397,1649317768,1
2398,1649317798,1
2399,1649317828,1
2400,1649317858,1
2401,1649317888,1
2402,1649317918,1
2403,1649317948,1
2404,1649317978,1
2405,1649318008,1
2406,1649318038,1
2407,1649318068,1
2408,1649318098,1
2409,1649318128,1
2410,1649318158,1
2411,1649318188,1
2412,1649318218,1
2413,1649318248,1
2414,1649318278,1
2415,1649318308,1
2416,1649318338,1
2417,1649318368,1
2418,1649318398,1
2419,1649318428,1
2420,1649318458,1
2421,1649318488,1
2422,1649318518,1
2423,1649318548,1
2424,1649318578,1
2425,1649318608,1
2426,1649318638,1
2427,1649318668,1
2428,1649318698,1
2429,1649318728,1
2430,1649318758,1
2431,1649318788,1
2432,1649318818,1
2433,1649318848,1
2434,1649318878,1
2435,1649318908,1
2436,1649318938,1
2437,1649318968,1
2438,1649318998,1
2439,1649319028,1
2440,1649319058,1
2441,1649319088,1
2442,1649319118,1
2443,1649319148,1
2444,1649319178,1
2445,1649319208,2
2446,1649319238,2
2447,1649319268,2
2448,1649319298,2
2449,1649319328,2
2450,1649319358,2
2451,1649319388,2
2452,1649319418,2
2453,1649319448,2
2454,1649319478,2
2455,1649319508,2
2456,1649319538,2
2457,1649319568,2
2458,1649319598,2
2459,1649319628,2
2460,1649319658,2
2461,1649319688,2
2462,1649319718,2
2463,1649319748,2
2464,1649319778,2
2465,1649319808,2
2466,1649319838,2
2467,1649319868,2
2468,1649319898,2
2469,1649319928,2
2470,1649319958,2
2471,1649319988,2
2472,1649320018,2
2473,1649320048,2
2474,1649320078,2
2475,1649320108,2
2476,1649320138,2
2477,1649320168,2
2478,1649320198,2
2479,1649320228,2
2480,1649320258,2
2481,1649320288,2
2482,1649320318,2
2483,1649320348,2
2484,1649320378,2
2485,1649320408,2
2486,1649320438,2
2487,1649320468,2
2488,1649320498,2
2489,1649320528,2
2490,1649320558,2
2491,1649320588,3
2492,1649320618,3
2493,1649320648,3
2494,1649320678,3
2495,1649320708,3
2496,1649320738,3
2497,1649320768,3
2498,1649320798,3
2499,1649320828,3
2500,1649320858,3
2501,1649320888,3
2502,1649320918,3
2503,1649320948,3
2504,1649320978,3
2505,1649321008,3
2506,1649321038,3
2507,1649321068,3
2508,1649321098,3
2509,1649321128,3
2510,1649321158,3
2511,1649321188,3
2512,1649321218,3
2513,1649321248,3
2514,1649321278,3
2515,1649321308,3
2516,1649321338,3
2517,1649321368,3
2518,1649321398,3
2519,1649321428,3
2520,1649321458,3
2521,1649321488,3
2522,1649321518,3
2523,1649321548,3
2524,1649321578,3
2525,1649321608,3
2526,1649321638,3
2527,1649321668,3
2528,1649321698,3
2529,1649321728,3
2530,1649321758,3
2531,1649321788,3
2532,1649321818,3
2533,1649321848,3
2534,1649321878,3
2535,1649321908,3
2536,1649321938,3
2537,1649321968,3
2538,1649321998,3
2539,1649322028,3
2540,1649322058,3
2541,1649322088,3
2542,1649322118,3
2543,1649322148,3
2544,1649322178,3
2545,1649322208,3
2546,1649322238,3
2547,1649322268,3
2548,1649322298,3
2549,1649322328,3
2550,1649322358,3
2551,1649322388,3
2552,1649322418,3
2553,1649322448,3
2554,1649322478,3
2555,1649322508,3
2556,1649322538,3
2557,1649322568,3
2558,1649322598,1
2559,1649322628,1
2560,1649322658,1
2561,1649322688,1
2562,1649322718,1
2563,1649322748,1
2564,1649322778,1
2565,1649322808,1
2566,1649322838,1
2567,1649322868,1
2568,1649322898,1
2569,1649322928,1
2570,1649322958,1
2571,1649322988,1
2572,1649323018,1
2573,1649323048,1
2574,1649323078,1
2575,1649323108,1
2576,1649323138,1
2577,1649323168,1
2578,1649323198,1
2579,1649323228,1
2580,1649323258,1
2581,1649323288,1
2582,1649323318,1
2583,1649323348,1
2584,1649323378,1
2585,1649323408,1
2586,1649323438,1
2587,1649323468,1
2588,1649323498,1
2589,1649323528,1
2590,1649323558,1
2591,1649323588,1
2592,1649323618,1
2593,1649323648,1
2594,1649323678,1
2595,1649323708,1
2596,1649323738,1
2597,1649323768,1
2598,1649323798,1
2599,1649323828,1
2600,1649323858,1
2601,1649323888,1
2602,1649323918,1
2603,1649323948,1
2604,1649323978,1
2605,1649324008,1
2606,1649324038,1
2607,1649324068,1
2608,1649324098,2
2609,1649324128,2
2610,1649324158,2
2611,1649324188,2
2612,1649324218,2
2613,1649324248,2
2614,1649324278,2
2615,1649324308,2
2616,1649324338,2
2617,1649324368,2
2618,1649324398,2
2619,1649324428,2
2620,1649324458,2
2621,1649324488,2
2622,1649324518,2
2623,1649324548,2
2624,1649324578,2
2625,1649324608,2
2626,1649324638,2
2627,1649324668,2
2628,1649324698,2
2629,1649324728,2
2630,1649324758,1
2631,1649324788,1
2632,1649324818,1
2633,1649324848,1
2634,1649324878,1
2635,1649324908,1
2636,1649324938,1
2637,1649324968,1
2638,1649324998,1
2639,1649325028,1
2640,1649325058,3
2641,1649325088,3
2642,1649325118,3
2643,1649325148,3
2644,1649325178,3
2645,1649325208,3
2646,1649325238,3
2647,1649325268,3
2648,1649325298,3
2649,1649325328,3
2650,1649325358,3
2651,1649325388,3
2652,1649325418,3
2653,1649325448,3
2654,1649325478,3
2655,1649325508,3
2656,1649325538,3
2657,1649325568,3
2658,1649325598,3
2659,1649325628,3
2660,1649325658,3
2661,1649325688,3
2662,1649325718,3
2663,1649325748,3
2664,1649325778,3
2665,1649325808,3
2666,1649325838,3
2667,1649325868,3
2668,1649325898,3
2669,1649325928,3
2670,1649325958,3
2671,1649325988,3
2672,1649326018,3
2673,1649326048,3
2674,1649326078,3
2675,1649326108,3
2676,1649326138,3
2677,1649326168,3
2678,1649326198,3
2679,1649326228,3
2680,1649326258,3
2681,1649326288,3
2682,1649326318,3
2683,1649326348,3
2684,1649326378,3
2685,1649326408,3
2686,1649326438,3
2687,1649326468,3
2688,1649326498,3
2689,1649326528,3
2690,1649326558,3
2691,1649326588,3
2692,1649326618,3
2693,1649326648,3
2694,1649326678,3
2695,1649326708,3
2696,1649326738,3
2697,1649326768,3
2698,1649326798,3
2699,1649326828,3
2700,1649326858,3
2701,1649326888,3
2702,1649326918,3
2703,1649326948,3
2704,1649326978,3
2705,1649327008,3
2706,1649327038,3
2707,1649327068,3
2708,1649327098,3
2709,1649327128,3
2710,1649327158,3
2711,1649327188,3
2712,1649327218,3
2713,1649327248,3
2714,1649327278,3
2715,1649327308,3
2716,1649327338,3
2717,1649327368,3
2718,1649327398,3
2719,1649327428,3
2720,1649327458,3
2721,1649327488,3
2722,1649327518,3
2723,1649327548,1
2724,1649327578,1
2725,1649327608,1
2726,1649327638,1
2727,1649327668,1
2728,1649327698,1
2729,1649327728,1
2730,1649327758,1
2731,1649327788,1
2732,1649327818,1
2733,1649327848,1
2734,1649327878,1
2735,1649327908,1
2736,1649327938,1
2737,1649327968,1
2738,1649327998,1
2739,1649328028,1
2740,1649328058,1
2741,1649328088,1
2742,1649328118,1
2743,1649328148,1
2744,1649328178,1
2745,1649328208,1
2746,1649328238,1
2747,1649328268,1
2748,1649328298,1
2749,1649328328,1
2750,1649328358,1
2751,1649328388,1
2752,1649328418,1
2753,1649328448,1
2754,1649328478,1
2755,1649328508,1
2756,1649328538,1
2757,1649328568,1
2758,1649328598,1
2759,1649328628,1
2760,1649328658,1
2761,1649328688,1
2762,1649328718,1
2763,1649328748,1
2764,1649328778,1
2765,1649328808,1
2766,1649328838,1
2767,1649328868,1
2768,1649328898,1
2769,1649328928,2
2770,1649328958,2
2771,1649328988,2
2772,1649329018,2
2773,1649329048,2
2774,1649329078,2
2775,1649329108,2
2776,1649329138,2
2777,1649329168,2
2778,1649329198,2
2779,1649329228,2
2780,1649329258,2
2781,1649329288,2
2782,1649329318,2
2783,1649329348,2
2784,1649329378,2
2785,1649329408,2
2786,1649329438,2
2787,1649329468,2
2788,1649329498,2
2789,1649329528,2
2790,1649329558,2
2791,1649329588,2
2792,1649329618,2
2793,1649329648,2
2794,1649329678,2
2795,1649329708,2
2796,1649329738,2
2797,1649329768,2
2798,1649329798,2
2799,1649329828,2
2800,1649329858,2
2801,1649329888,2
2802,1649329918,2
2803,1649329948,2
2804,1649329978,2
2805,1649330008,2
2806,1649330038,2
2807,1649330068,2
2808,1649330098,2
2809,1649330128,2
2810,1649330158,2
2811,1649330188,2
2812,1649330218,2
2813,1649330248,2
2814,1649330278,2
2815,1649330308,2
2816,1649330338,2
2817,1649330368,2
2818,1649330398,2
2819,1649330428,2
2820,1649330458,2
2821,1649330488,2
2822,1649330518,2
2823,1649330548,2
2824,1649330578,2
2825,1649330608,2
2826,1649330638,2
2827,1649330668,2
2828,1649330698,2
2829,1649330728,2
2830,1649330758,2
2831,1649330788,2
2832,1649330818,2
2833,1649330848,2
2834,1649330878,2
2835,1649330908,2
2836,1649330938,2
2837,1649330968,2
2838,1649330998,2
2839,1649331028,1
2840,1649331058,1
2841,1649331088,1
2842,1649331118,1
2843,1649331148,1
2844,1649331178,1
2845,1649331208,1
2846,1649331238,1
2847,1649331268,1
2848,1649331298,1
2849,1649331328,1
2850,1649331358,1
2851,1649331388,1
2852,1649331418,1
2853,1649331448,1
2854,1649331478,1
2855,1649331508,1
2856,1649331538,1
2857,1649331568,1
2858,1649331598,1
2859,1649331628,1
2860,1649331658,3
2861,1649331688,3
2862,1649331718,3
2863,1649331748,3
2864,1649331778,3
2865,1649331808,3
2866,1649331838,3
2867,1649331868,3
2868,1649331898,3
2869,1649331928,3
2870,1649331958,3
2871,1649331988,3
2872,1649332018,3
2873,1649332048,3
2874,1649332078,3
2875,1649332108,3
2876,1649332138,3
2877,1649332168,3
2878,1649332198,3
2879,1649332228,3
2880,1649332258,3
2881,1649332288,3
2882,1649332318,3
2883,1649332348,3
2884,1649332378,3
2885,1649332408,3
2886,1649332438,3
2887,1649332468,3
2888,1649332498,3
2889,1649332528,3
2890,1649332558,3
2891,1649332588,3
2892,1649332618,3
2893,1649332648,3
2894,1649332678,3
2895,1649332708,3
