,TIME(2022/02/09 15:49:20.545),TIMETICK(f=10000000),FPOGX,FPOGY
59,0.39355,724202890477,0.29607,0.06632
60,0.40002,724202955455,0.2961,0.06641
61,0.40674,724203022351,0.29629,0.067
62,0.41406,724203095401,0.29648,0.06755
63,0.42175,724203172387,0.29647,0.06798
64,0.42773,724203232362,0.29657,0.06725
65,0.43445,724203299681,0.29675,0.06623
66,0.4411,724203366333,0.29667,0.06639
67,0.44812,724203436522,0.29649,0.0673
68,0.45428,724203497986,0.29628,0.06827
69,0.461,724203565120,0.29616,0.0685
70,0.46881,724203642900,0.29594,0.06898
71,0.47913,724203746360,0.29576,0.06937
72,0.4823,724203778013,0.29517,0.06994
73,0.48975,724203852756,0.29535,0.07037
74,0.4939,724203894214,0.29558,0.07072
75,0.50079,724203962757,0.29612,0.07116
76,0.50745,724204029399,0.29609,0.07152
77,0.51392,724204094457,0.29606,0.07187
78,0.52167,724204171439,0.29703,0.07267
79,0.52832,724204238318,0.29851,0.07398
80,0.53485,724204303790,0.3,0.07523
81,0.54169,724204371651,0.3133,0.10073
82,0.54877,724204442834,0.33491,0.12259
83,0.55463,724204501027,0.3417,0.13133
84,0.56177,724204572835,0.34788,0.13218
85,0.56842,724204639468,0.3522,0.13655
86,0.57471,724204702162,0.35509,0.13946
87,0.58527,724204807430,0.35548,0.13742
88,0.58881,724204843317,0.35629,0.13832
89,0.59576,724204912757,0.35706,0.13853
90,0.60126,724204967349,0.35837,0.13766
91,0.60791,724205034266,0.35731,0.13514
92,0.61456,724205100858,0.35638,0.1332
93,0.62115,724205166901,0.35658,0.13054
94,0.6283,724205237768,0.35528,0.13013
95,0.63544,724205309539,0.35407,0.13004
96,0.64209,724205375872,0.35439,0.13111
97,0.64893,724205444044,0.3539,0.13057
98,0.65601,724205515250,0.35343,0.13021
99,0.66302,724205585163,0.35392,0.13114
100,0.66901,724205645233,0.35425,0.1312
101,0.67499,724205704853,0.35457,0.13116
102,0.68274,724205782325,0.35467,0.13252
103,0.68903,724205845529,0.35478,0.13256
104,0.69714,724205926431,0.35493,0.13241
105,0.70386,724205993776,0.35498,0.13225
106,0.70844,724206039138,0.3549,0.13185
107,0.71509,724206105912,0.3548,0.13157
108,0.7218,724206173077,0.3544,0.13171
109,0.72852,724206240127,0.35422,0.13217
110,0.73517,724206307039,0.35406,0.1326
111,0.74237,724206378514,0.35398,0.13339
112,0.74927,724206448000,0.35357,0.13328
113,0.75574,724206512299,0.35323,0.13305
114,0.76257,724206580619,0.35344,0.13246
115,0.76941,724206649196,0.35365,0.13236
116,0.77606,724206715903,0.35382,0.13231
117,0.78278,724206782794,0.35368,0.13257
118,0.78992,724206854520,0.35387,0.13326
119,0.79645,724206919271,0.35404,0.13397
120,0.8042,724206997010,0.35407,0.13352
121,0.8089,724207043808,0.35346,0.13368
122,0.81555,724207110739,0.35279,0.13406
123,0.82227,724207177631,0.35276,0.13411
124,0.82886,724207243827,0.35214,0.1354
125,0.83569,724207312041,0.35157,0.13658
126,0.84229,724207378031,0.35167,0.13653
127,0.84937,724207448439,0.35157,0.13618
128,0.85626,724207517682,0.35155,0.13562
129,0.86243,724207579533,0.35239,0.1359
130,0.86945,724207649433,0.35207,0.13533
131,0.87634,724207718535,0.35178,0.13468
132,0.88251,724207780140,0.35125,0.13426
133,0.88928,724207847653,0.35106,0.13349
134,0.89587,724207913910,0.35082,0.1329
135,0.90271,724207982255,0.35076,0.13333
136,0.91113,724208066219,0.35008,0.13331
137,0.91602,724208115509,0.34933,0.13347
138,0.92255,724208180519,0.34896,0.13386
139,0.92938,724208249084,0.3491,0.13454
140,0.93616,724208316575,0.34929,0.13504
141,0.94275,724208382811,0.34879,0.1361
142,0.94952,724208450122,0.34897,0.13663
143,0.95697,724208524837,0.3492,0.13703
144,0.96344,724208589412,0.34879,0.13615
145,0.96942,724208649287,0.34898,0.1363
146,0.97693,724208724249,0.34918,0.13645
147,0.98303,724208785122,0.34874,0.13615
148,0.98999,724208855190,0.34836,0.13572
149,0.99707,724208925468,0.34794,0.13538
150,1.00385,724208993588,0.34783,0.13482
151,1.0108,724209063065,0.34739,0.13501
152,1.0174,724209129202,0.34693,0.13528
153,1.02484,724209203521,0.34674,0.13534
154,1.02991,724209254036,0.34655,0.13564
155,1.03662,724209321225,0.34637,0.1359
156,1.04333,724209388567,0.34672,0.13623
157,1.0498,724209453308,0.34691,0.13674
158,1.05664,724209521616,0.34711,0.1372
159,1.06415,724209596787,0.34731,0.13721
160,1.07013,724209656530,0.34745,0.13727
161,1.07684,724209723373,0.34758,0.13737
162,1.08325,724209787874,0.34706,0.13788
163,1.09015,724209856295,0.34689,0.13798
164,1.0968,724209922998,0.34675,0.138
165,1.104,724209995125,0.34707,0.13735
166,1.11017,724210056676,0.3471,0.13661
167,1.11737,724210128695,0.34713,0.13587
168,1.12933,724210248345,0.34713,0.13587
169,1.13263,724210281594,0.34713,0.13587
170,1.14526,724210407689,0.34713,0.13587
171,1.15198,724210474845,0.35534,0.13927
172,1.16229,724210577840,0.35534,0.13927
173,1.16962,724210651347,0.35534,0.13927
174,1.17584,724210713614,0.3836,0.07556
175,1.18256,724210780322,0.38383,0.07467
176,1.18536,724210808835,0.39068,0.07305
177,1.19067,724210862068,0.38992,0.06996
178,1.19714,724210926298,0.38947,0.06811
179,1.20398,724210995097,0.3919,0.06853
180,1.21082,724211063219,0.3929,0.07122
181,1.21747,724211129889,0.3936,0.07348
182,1.224,724211195331,0.39336,0.07584
183,1.2309,724211264132,0.39239,0.07779
184,1.23761,724211331205,0.39159,0.0794
185,1.24536,724211408745,0.39233,0.07902
186,1.25281,724211483121,0.39274,0.08021
187,1.25769,724211531799,0.39312,0.08109
188,1.2644,724211598846,0.3939,0.0808
189,1.27106,724211665898,0.39369,0.08048
190,1.27783,724211733412,0.39351,0.08019
191,1.28442,724211799475,0.39401,0.08131
192,1.2915,724211870309,0.39433,0.08097
193,1.29883,724211943550,0.3946,0.08076
194,1.30457,724212000638,0.39451,0.08081
195,1.31158,724212070874,0.39481,0.08158
196,1.31787,724212133566,0.39511,0.08212
197,1.32465,724212201225,0.39574,0.08175
198,1.33136,724212268869,0.39572,0.08173
199,1.33917,724212346756,0.39572,0.08158
200,1.34503,724212405159,0.39572,0.08158
201,1.35406,724212495582,0.39572,0.08158
202,1.36383,724212593330,0.39572,0.08158
203,1.37054,724212660478,0.39876,0.08215
204,1.37756,724212730530,0.39876,0.08215
205,1.38556,724212810456,0.39876,0.08215
206,1.39453,724212900497,0.0,0.0
207,1.4024,724212979107,0.0,0.0
208,1.40656,724213020858,0.0,0.0
209,1.4118,724213072791,0.0,0.0
210,1.4184,724213139184,0.0,0.0
211,1.42499,724213205129,0.0,0.0
212,1.43182,724213273519,0.0,0.0
213,1.43842,724213339503,0.0,0.0
214,1.44641,724213418895,0.0,0.0
215,1.4527,724213482082,0.0,0.0
216,1.45868,724213541622,0.0,0.0
217,1.46735,724213628532,0.0,0.0
218,1.47565,724213711752,0.0,0.0
219,1.48254,724213780388,0.24192,-0.0313
220,1.48956,724213850584,0.35579,0.09592
221,1.49371,724213892112,0.53876,0.1935
222,1.49872,724213941981,0.54383,0.24312
223,1.50549,724214010243,0.60675,-0.06376
224,1.51227,724214077557,0.6793,-0.31872
225,1.5199,724214153959,0.71787,-0.44505
226,1.52679,724214223158,0.71787,-0.44505
227,1.53345,724214289775,0.75643,-0.57139
228,1.53973,724214352157,0.75643,-0.57139
229,1.54626,724214417771,0.75643,-0.57139
230,1.55304,724214485457,0.0,0.0
231,1.56061,724214560986,0.0,0.0
232,1.56732,724214628451,0.0,0.0
233,1.57465,724214701664,0.0,0.0
234,1.58093,724214764266,0.0,0.0
235,1.58752,724214830417,0.0,0.0
236,1.59326,724214887691,0.0,0.0
237,1.60028,724214958133,0.0,0.0
238,1.60693,724215024334,0.0,0.0
239,1.61377,724215092924,0.0,0.0
240,1.62152,724215170176,0.0,0.0
241,1.62854,724215240225,0.0,0.0
242,1.63623,724215317574,0.0,0.0
243,1.64349,724215390208,0.0,0.0
244,1.65137,724215468566,0.0,0.0
245,1.65808,724215535966,0.0,0.0
246,1.6673,724215627961,0.0,0.0
247,1.67676,724215722375,0.0,0.0
248,1.68518,724215806934,0.0,0.0
249,1.69141,724215869215,0.0,0.0
250,1.698,724215935300,0.0,0.0
251,1.70447,724215999588,0.0,0.0
252,1.71222,724216077287,0.0,0.0
253,1.71899,724216145267,0.0,0.0
254,1.72565,724216211814,0.0,0.0
255,1.73242,724216278989,0.0,0.0
256,1.7395,724216350371,0.0,0.0
257,1.74713,724216426295,0.0,0.0
258,1.75391,724216493991,0.0,0.0
259,1.76074,724216562394,0.0,0.0
260,1.76843,724216639555,0.0,0.0
261,1.77582,724216713364,0.0,0.0
262,1.78265,724216781851,0.0,0.0
263,1.79028,724216858045,0.0,0.0
264,1.79669,724216922057,0.0,0.0
265,1.80371,724216992346,0.0,0.0
266,1.81122,724217067240,0.0,0.0
267,1.8175,724217130226,0.0,0.0
268,1.82556,724217210666,0.0,0.0
269,1.83228,724217277552,0.0,0.0
270,1.84027,724217357994,0.0,0.0
271,1.84631,724217418457,0.0,0.0
272,1.85284,724217483744,0.0,0.0
273,1.85889,724217543989,0.0,0.0
274,1.86621,724217617018,0.0,0.0
275,1.87299,724217684759,0.0,0.0
276,1.87909,724217745782,0.0,0.0
277,1.88641,724217819311,0.0,0.0
278,1.89374,724217892146,0.0,0.0
279,1.90192,724217974171,0.0,0.0
280,1.90851,724218040157,0.0,0.0
281,1.91492,724218104217,0.0,0.0
282,1.9209,724218163895,0.0,0.0
283,1.92743,724218229189,0.0,0.0
284,1.93524,724218307577,0.0,0.0
285,1.94196,724218374681,0.0,0.0
286,1.9494,724218449102,0.0,0.0
287,1.95599,724218515291,0.0,0.0
288,1.96259,724218581002,0.0,0.0
289,1.96851,724218639854,0.0,0.0
290,1.97498,724218705079,0.0,0.0
291,1.98175,724218772411,0.0,0.0
292,1.98834,724218838282,0.0,0.0
293,1.99683,724218923470,0.0,0.0
294,2.00482,724219003511,0.0,0.0
295,2.01208,724219075693,0.0,0.0
296,2.01825,724219137579,0.0,0.0
297,2.02429,724219198241,0.0,0.0
298,2.03064,724219261157,0.0,0.0
299,2.03748,724219329606,0.0,0.0
300,2.04584,724219413153,0.0,0.0
301,2.05341,724219488932,0.0,0.0
302,2.06055,724219560290,0.0,0.0
303,2.06647,724219619642,0.0,0.0
304,2.07324,724219687734,0.0,0.0
305,2.07935,724219748659,0.0,0.0
306,2.08557,724219810618,0.0,0.0
307,2.09131,724219868322,0.0,0.0
308,2.09778,724219933071,0.0,0.0
309,2.10535,724220008464,0.0,0.0
310,2.11389,724220094274,0.0,0.0
311,2.12079,724220163023,0.0,0.0
312,2.12689,724220223958,0.0,0.0
313,2.13312,724220286049,0.0,0.0
314,2.13965,724220351352,0.0,0.0
315,2.14612,724220416257,0.0,0.0
316,2.15375,724220492330,0.0,0.0
317,2.16101,724220565194,0.0,0.0
318,2.16858,724220640866,0.0,0.0
319,2.17444,724220699598,0.0,0.0
320,2.18073,724220762246,0.0,0.0
321,2.18781,724220832884,0.0,0.0
322,2.19409,724220895987,0.0,0.0
323,2.2005,724220959992,0.0,0.0
324,2.20685,724221023388,0.0,0.0
325,2.21307,724221085862,0.0,0.0
326,2.2196,724221150823,0.0,0.0
327,2.22809,724221235737,0.0,0.0
328,2.23627,724221317950,0.0,0.0
329,2.24414,724221396746,0.0,0.0
330,2.25146,724221469504,0.0,0.0
331,2.25885,724221543686,0.0,0.0
332,2.26685,724221623268,0.0,0.0
333,2.27344,724221689470,0.0,0.0
334,2.27954,724221750194,0.0,0.0
335,2.28534,724221808629,0.0,0.0
336,2.2915,724221870251,0.0,0.0
337,2.29749,724221929726,0.0,0.0
338,2.30334,724221988355,0.0,0.0
339,2.3092,724222047230,0.0,0.0
340,2.3161,724222116216,0.0,0.0
341,2.32245,724222179814,0.0,0.0
342,2.32916,724222246800,0.0,0.0
343,2.336,724222314911,0.0,0.0
344,2.34277,724222383011,0.0,0.0
345,2.35016,724222456749,0.0,0.0
346,2.3562,724222517074,0.0,0.0
347,2.36273,724222582402,0.0,0.0
348,2.37061,724222660853,0.0,0.0
349,2.37885,724222743713,0.0,0.0
350,2.38599,724222814780,0.0,0.0
351,2.39288,724222884126,0.0,0.0
352,2.39978,724222953117,0.0,0.0
353,2.40619,724223017077,0.0,0.0
354,2.41315,724223086285,0.0,0.0
355,2.41992,724223154011,0.0,0.0
356,2.42755,724223230802,0.0,0.0
357,2.4342,724223297267,0.0,0.0
358,2.4411,724223366242,0.0,0.0
359,2.44739,724223428885,0.0,0.0
360,2.45398,724223494751,0.0,0.0
361,2.46045,724223559766,0.0,0.0
362,2.46698,724223624984,0.0,0.0
363,2.47516,724223706699,0.0,0.0
364,2.48254,724223780722,0.0,0.0
365,2.49011,724223856101,0.0,0.0
366,2.49695,724223924581,0.0,0.0
367,2.50366,724223991443,0.0,0.0
368,2.51031,724224057922,0.0,0.0
369,2.51703,724224125245,0.0,0.0
370,2.52368,724224191891,0.0,0.0
371,2.53033,724224258583,0.0,0.0
372,2.53705,724224325638,0.0,0.0
373,2.54382,724224393232,0.0,0.0
374,2.55048,724224459919,0.0,0.0
375,2.55768,724224531780,0.0,0.0
376,2.5639,724224594090,0.0,0.0
377,2.57056,724224660598,0.0,0.0
378,2.57837,724224738985,0.0,0.0
379,2.58508,724224806128,0.0,0.0
380,2.59247,724224879455,0.0,0.0
381,2.59894,724224944132,0.0,0.0
382,2.60565,724225011711,0.0,0.0
383,2.61157,724225070937,0.0,0.0
384,2.61896,724225144496,0.0,0.0
385,2.62512,724225206354,0.0,0.0
386,2.63171,724225271954,0.0,0.0
387,2.63794,724225334704,0.0,0.0
388,2.64429,724225398047,0.0,0.0
389,2.65094,724225464594,0.0,0.0
390,2.65759,724225530791,0.18788,0.10971
391,2.66425,724225597749,0.25034,0.14712
392,2.6709,724225663750,0.36807,0.22014
393,2.6778,724225732900,0.36763,0.23903
394,2.68433,724225798547,0.36748,0.24533
395,2.69092,724225864161,0.36324,0.25123
396,2.69849,724225939863,0.36348,0.25454
397,2.70453,724226000147,0.36354,0.25725
398,2.711,724226065116,0.36404,0.25852
399,2.71783,724226133394,0.36356,0.26222
400,2.72461,724226200883,0.36313,0.26541
401,2.73108,724226265986,0.36385,0.26059
402,2.73792,724226334176,0.36651,0.25807
403,2.74475,724226402752,0.36879,0.25553
404,2.75122,724226467262,0.37446,0.21786
405,2.75812,724226536318,0.38218,0.18457
406,2.76477,724226602796,0.38886,0.15573
407,2.77155,724226670774,0.39812,0.12699
408,2.77832,724226737980,0.39606,0.18854
409,2.78479,724226802754,0.39538,0.20906
410,2.7915,724226870239,0.39293,0.24662
411,2.79822,724226937331,0.39204,0.25089
412,2.80499,724227005194,0.39174,0.25232
413,2.81146,724227069823,0.39568,0.26046
414,2.81842,724227139334,0.39867,0.25735
415,2.82495,724227204577,0.40066,0.25528
416,2.83191,724227273933,0.39973,0.25533
417,2.8385,724227339810,0.3973,0.25652
418,2.84521,724227407431,0.39541,0.25745
419,2.85498,724227504786,0.39313,0.25961
420,2.85962,724227551162,0.39129,0.26455
421,2.86633,724227618639,0.38975,0.26867
422,2.87305,724227685560,0.38975,0.26867
423,2.87939,724227748820,0.41873,0.22622
424,2.88531,724227808470,0.44356,0.18985
425,2.89209,724227876197,0.44356,0.18985
426,2.8985,724227940030,0.43674,0.20226
427,2.90552,724228010512,0.43078,0.21313
428,2.91223,724228077536,0.42494,0.22755
429,2.91901,724228144937,0.41957,0.24027
430,2.92554,724228210359,0.41478,0.25165
431,2.93195,724228274763,0.41065,0.26228
432,2.93903,724228345261,0.40682,0.27011
433,2.94543,724228409437,0.40333,0.27723
434,2.95239,724228479045,0.40086,0.28197
435,2.95905,724228545577,0.39821,0.28606
436,2.96655,724228620380,0.37093,0.35872
437,2.97247,724228679980,0.36054,0.38547
438,2.97919,724228746751,0.35195,0.40469
439,2.9859,724228814015,0.34765,0.4143
440,2.99243,724228879128,0.344,0.42295
441,2.99921,724228947086,0.34353,0.42803
442,3.00586,724229013812,0.34319,0.43166
443,3.01263,724229081240,0.34196,0.43081
444,3.01941,724229149048,0.34271,0.42994
445,3.02625,724229217763,0.34332,0.42925
446,3.03259,724229281038,0.34003,0.42869
447,3.03943,724229349118,0.3379,0.42595
448,3.04669,724229421871,0.3361,0.42364
449,3.05402,724229495368,0.33398,0.42291
450,3.05939,724229548766,0.33121,0.42323
451,3.06622,724229617242,0.32879,0.4235
452,3.07294,724229684534,0.32742,0.4222
453,3.07953,724229750311,0.32798,0.42222
454,3.08643,724229819063,0.32848,0.42223
455,3.09363,724229891356,0.32676,0.42084
456,3.09979,724229953160,0.3254,0.41993
457,3.10638,724230018911,0.32416,0.41909
458,3.11316,724230086352,0.32411,0.41965
459,3.11987,724230153734,0.32368,0.41978
460,3.12653,724230220274,0.32328,0.41991
461,3.13324,724230287657,0.3353,0.34533
462,3.13989,724230354142,0.49314,-0.10421
463,3.14648,724230420031,0.54575,-0.25406
464,3.15338,724230488706,0.543,-0.2276
465,3.1604,724230559222,0.42736,0.09769
466,3.16705,724230625376,0.38882,0.20612
467,3.17419,724230696731,0.31815,0.40612
468,3.18091,724230763841,0.3225,0.37968
469,3.18695,724230824620,0.32394,0.37086
470,3.19495,724230904700,0.44387,0.06165
471,3.20135,724230968633,0.63423,-0.02654
472,3.20691,724231023934,0.69769,-0.05594
473,3.21417,724231097068,0.78214,-0.22308
474,3.2204,724231158757,0.64785,-0.31957
475,3.22681,724231223360,0.60309,-0.35173
476,3.23376,724231292670,0.44328,-0.13491
477,3.24042,724231359291,0.35234,0.16498
478,3.24701,724231424918,0.32203,0.26495
479,3.25391,724231493822,0.40788,0.14315
480,3.26056,724231560683,0.51246,-0.24073
481,3.26709,724231625857,0.54732,-0.36869
482,3.27393,724231694300,0.61703,-0.6246
483,3.28064,724231761209,0.65853,-0.52931
484,3.28729,724231827676,0.67236,-0.49755
485,3.29407,724231895551,0.57232,-0.15875
486,3.30066,724231961566,0.44138,0.11272
487,3.30737,724232028839,0.39774,0.20321
488,3.31384,724232093582,0.34903,0.09122
489,3.32062,724232161185,0.35635,-0.1871
490,3.32739,724232229084,0.35878,-0.27988
491,3.33386,724232293604,0.34466,-0.18175
492,3.34082,724232363254,0.32911,0.10888
493,3.3476,724232430836,0.32392,0.20576
494,3.35419,724232496722,0.29064,0.10245
495,3.36102,724232565205,0.37533,-0.16369
496,3.36774,724232632726,0.40357,-0.2524
497,3.37451,724232700087,0.41017,-0.16236
498,3.38147,724232769856,0.37614,-0.2769
499,3.38947,724232849753,0.3648,-0.31508
500,3.39532,724232908452,0.35165,-0.14517
501,3.40131,724232967980,0.37319,-0.22187
502,3.40802,724233035300,0.38755,-0.273
503,3.41461,724233101417,0.34728,-0.27627
504,3.42267,724233181900,0.34218,-0.19685
505,3.42957,724233250514,0.3382,-0.13509
506,3.4353,724233307864,0.33373,-0.08494
507,3.44141,724233369388,0.35915,-0.13352
508,3.448,724233434805,0.38034,-0.17401
509,3.4549,724233503743,0.37406,-0.13252
510,3.46155,724233570247,0.37406,-0.13252
511,3.4682,724233636989,0.37406,-0.13252
512,3.4754,724233709181,0.36826,-0.06547
513,3.48163,724233771221,0.36826,-0.06547
514,3.48834,724233838202,0.36826,-0.06547
515,3.49481,724233903272,0.0,0.0
516,3.50171,724233972073,0.0,0.0
517,3.50812,724234036420,0.0,0.0
518,3.51508,724234106020,0.0,0.0
519,3.52216,724234176818,0.0,0.0
520,3.52881,724234242930,0.0,0.0
521,3.53516,724234306325,0.0,0.0
522,3.54193,724234374203,0.0,0.0
523,3.54858,724234441177,0.0,0.0
524,3.5553,724234508082,0.0,0.0
525,3.56201,724234574992,0.0,0.0
526,3.5686,724234640980,0.0,0.0
527,3.57532,724234708377,0.71947,-0.49385
528,3.58191,724234773846,0.72843,-0.51258
529,3.58905,724234845684,0.73141,-0.51882
530,3.5954,724234909303,0.73141,-0.51882
531,3.60217,724234976517,0.72865,-0.5031
532,3.60889,724235043953,0.72699,-0.49367
533,3.61584,724235113625,0.7268,-0.49978
534,3.62311,724235185952,0.72617,-0.49995
535,3.63074,724235262320,0.72571,-0.50008
536,3.6369,724235324053,0.69483,-0.50473
537,3.6424,724235379217,0.66801,-0.51539
538,3.64893,724235444136,0.64607,-0.52412
539,3.65576,724235512975,0.61691,-0.44694
540,3.66235,724235578523,0.59195,-0.38119
541,3.66901,724235645353,0.54424,-0.29354
542,3.6759,724235714124,0.42139,0.06226
543,3.68256,724235780563,0.37847,0.17705
544,3.68927,724235847753,0.29459,0.41044
545,3.69598,724235914783,0.29668,0.40704
546,3.70355,724235990504,0.29571,0.40686
547,3.71002,724236055332,0.29522,0.40677
548,3.71649,724236119785,0.29839,0.40432
549,3.72321,724236187361,0.29669,0.40165
550,3.72943,724236249650,0.29548,0.39974
551,3.73639,724236318889,0.32292,0.26986
552,3.74316,724236386594,0.34535,0.15795
553,3.74939,724236449191,0.4097,-0.16345
554,3.75635,724236518245,0.38493,-0.36374
555,3.76294,724236584745,0.40698,-0.55607
556,3.76971,724236652057,0.40923,-0.48756
557,3.77637,724236718882,0.36957,-0.19928
558,3.78308,724236785620,0.33452,0.11036
559,3.78973,724236852261,0.31816,0.2416
560,3.79645,724236919341,0.31801,0.28999
561,3.80426,724236997762,0.31006,0.38133
562,3.81128,724237067681,0.31036,0.38285
563,3.81628,724237117858,0.30641,0.38039
564,3.8233,724237188032,0.30623,0.38732
565,3.8313,724237268168,0.30611,0.39149
566,3.83734,724237328658,0.30538,0.38603
567,3.84369,724237392071,0.30511,0.38322
568,3.85004,724237455565,0.3049,0.38111
569,3.85748,724237529827,0.30016,0.27998
570,3.86346,724237589634,0.30088,0.28922
571,3.87006,724237655544,0.30146,0.29678
572,3.87665,724237721507,0.30226,0.30492
573,3.88348,724237790133,0.3024,0.30914
574,3.89117,724237866514,0.30252,0.31276
575,3.89825,724237937677,0.3009,0.23066
576,3.90356,724237990430,0.34078,-0.20283
577,3.91016,724238056418,0.35407,-0.34733
578,3.91699,724238125233,0.41393,-0.62546
579,3.92346,724238189414,0.40235,-0.56198
580,3.93036,724238258690,0.39849,-0.54083
581,3.93677,724238322805,0.39782,-0.56026
582,3.9436,724238391384,0.37303,-0.30875
583,3.9505,724238460091,0.3439,0.03592
584,3.95721,724238527016,0.34446,0.14042
585,3.96387,724238593848,0.34046,0.36905
586,3.97021,724238657383,0.35075,0.3731
587,3.97723,724238727267,0.34514,0.36724
588,3.98389,724238794109,0.34543,0.36818
589,3.99072,724238862068,0.34503,0.37171
590,3.99738,724238929104,0.34356,0.37148
591,4.00415,724238996329,0.34326,0.37675
592,4.01068,724239062023,0.34302,0.3807
593,4.01752,724239130170,0.34325,0.38208
594,4.0257,724239212206,0.34321,0.38395
595,4.03119,724239266883,0.34343,0.3841
596,4.03809,724239335943,0.34475,0.38211
597,4.04456,724239400566,0.3461,0.38029
598,4.0509,724239463966,0.34725,0.37872
599,4.05762,724239531256,0.34855,0.37857
600,4.06439,724239598882,0.3498,0.37692
601,4.07111,724239666015,0.3509,0.37546
602,4.07782,724239733175,0.35109,0.37582
603,4.08429,724239797799,0.3507,0.37627
604,4.09113,724239866012,0.35035,0.37668
605,4.09772,724239932423,0.35038,0.37634
606,4.10455,724240000590,0.35045,0.37697
607,4.11121,724240067281,0.35052,0.37755
608,4.11792,724240134253,0.35013,0.3776
609,4.12445,724240199732,0.34974,0.37729
610,4.13135,724240268725,0.34937,0.37699
611,4.13794,724240334676,0.34971,0.37709
612,4.14551,724240410436,0.35011,0.37685
613,4.1521,724240475999,0.35048,0.37663
614,4.15918,724240546587,0.35068,0.37699
615,4.16486,724240603896,0.35031,0.37676
616,4.17133,724240668230,0.34995,0.37655
617,4.17822,724240737322,0.34952,0.37634
618,4.18494,724240804358,0.34977,0.37618
619,4.19147,724240870027,0.35001,0.37602
620,4.1983,724240938240,0.35012,0.37614
621,4.20508,724241006091,0.34989,0.37628
622,4.21179,724241073025,0.34967,0.37642
623,4.21838,724241138949,0.34913,0.37678
624,4.22516,724241206903,0.34879,0.37705
625,4.23193,724241274196,0.34846,0.3773
626,4.23859,724241340696,0.34797,0.37781
627,4.24652,724241420079,0.34735,0.37722
628,4.25195,724241474415,0.35638,0.33847
629,4.26068,724241561789,0.38686,0.35777
630,4.26611,724241615933,0.4004,0.36281
631,4.27258,724241681091,0.40717,0.36533
632,4.27875,724241742814,0.41972,0.3605
633,4.28595,724241814634,0.49929,0.11659
634,4.29218,724241876709,0.62676,-0.38223
635,4.29889,724241943804,0.56802,-0.15339
636,4.30554,724242010214,0.55352,-0.08555
637,4.31207,724242075837,0.50467,0.11728
638,4.31891,724242144368,0.47375,-0.06778
639,4.32556,724242210957,0.43386,-0.0589
640,4.33209,724242276277,0.43386,-0.0589
641,4.34015,724242356789,0.43386,-0.0589
642,4.3468,724242423226,0.0,0.0
643,4.3526,724242481283,0.0,0.0
644,4.35919,724242546996,0.0,0.0
645,4.36584,724242613313,0.0,0.0
646,4.37299,724242684626,0.0,0.0
