,TIME(2022/01/27 09:39:32.995),TIMETICK(f=10000000),FPOGX,FPOGY
1935,12.96167,2269205769394,0.61879,0.19611
1936,12.9682,2269205834739,0.61947,0.19783
1937,12.97594,2269205912029,0.61954,0.20054
1938,12.98245,2269205977115,0.61966,0.20326
1939,12.98846,2269206037282,0.62137,0.20701
1940,12.9957,2269206109554,0.62266,0.20829
1941,13.00195,2269206172164,0.62366,0.20912
1942,13.00874,2269206240033,0.62447,0.21027
1943,13.01535,2269206306107,0.6245,0.21057
1944,13.022,2269206372677,0.62447,0.21053
1945,13.02861,2269206438776,0.62405,0.21022
1946,13.03517,2269206504298,0.62458,0.21163
1947,13.04193,2269206572043,0.62506,0.213
1948,13.04897,2269206642353,0.62601,0.21174
1949,13.05524,2269206705014,0.62652,0.21053
1950,13.06209,2269206773512,0.62698,0.20923
1951,13.06892,2269206841919,0.62682,0.20919
1952,13.07564,2269206908993,0.62719,0.208
1953,13.08232,2269206975875,0.62755,0.20686
1954,13.08957,2269207048284,0.62764,0.20629
1955,13.09618,2269207114392,0.62734,0.20553
1956,13.10222,2269207174911,0.62709,0.20512
1957,13.10883,2269207240862,0.62725,0.20432
1958,13.11571,2269207309780,0.62737,0.20439
1959,13.12318,2269207384567,0.62747,0.20443
1960,13.1302,2269207454619,0.62759,0.2037
1961,13.13737,2269207526350,0.62769,0.20367
1962,13.14238,2269207576385,0.6278,0.20369
1963,13.14917,2269207644332,0.6282,0.20374
1964,13.15579,2269207710622,0.62826,0.20321
1965,13.16258,2269207778544,0.62828,0.20272
1966,13.16937,2269207846329,0.62853,0.20189
1967,13.17604,2269207913062,0.62884,0.20137
1968,13.18266,2269207979228,0.62911,0.20066
1969,13.18919,2269208044569,0.62891,0.19973
1970,13.19641,2269208116704,0.62873,0.19848
1971,13.2027,2269208179562,0.62856,0.19732
1972,13.20946,2269208247260,0.62845,0.19698
1973,13.21626,2269208315289,0.62773,0.19545
1974,13.22333,2269208386006,0.62476,0.16462
1975,13.23004,2269208453060,0.59695,0.22586
1976,13.23717,2269208524275,0.58698,0.28615
1977,13.24393,2269208591898,0.56767,0.36971
1978,13.25063,2269208658885,0.55066,0.42436
1979,13.25667,2269208719395,0.54517,0.46003
1980,13.26393,2269208792037,0.53402,0.51339
1981,13.26978,2269208850398,0.54259,0.521
1982,13.27628,2269208915438,0.5428,0.52364
1983,13.28322,2269208984789,0.5429,0.52496
1984,13.28947,2269209047418,0.54287,0.52538
1985,13.29819,2269209134482,0.54245,0.51823
1986,13.30428,2269209195363,0.54214,0.51313
1987,13.31105,2269209263119,0.54057,0.5098
1988,13.31808,2269209333433,0.53945,0.506
1989,13.32404,2269209392978,0.5386,0.50391
1990,13.33104,2269209463126,0.53767,0.50532
1991,13.33656,2269209518337,0.53894,0.50524
1992,13.34412,2269209593797,0.54006,0.50693
1993,13.35027,2269209655342,0.53881,0.50878
1994,13.35713,2269209724031,0.53839,0.51168
1995,13.36351,2269209787719,0.53799,0.51446
1996,13.37045,2269209857221,0.53565,0.51605
1997,13.37697,2269209922272,0.53527,0.51611
1998,13.38358,2269209988444,0.53494,0.51542
1999,13.39037,2269210056364,0.53356,0.51647
2000,13.39713,2269210123914,0.53402,0.51666
2001,13.40359,2269210188559,0.53442,0.51641
2002,13.41043,2269210256894,0.53371,0.51384
2003,13.41776,2269210330285,0.53183,0.51102
2004,13.4247,2269210399569,0.53013,0.50794
2005,13.43147,2269210467461,0.52512,0.519
2006,13.43706,2269210523194,0.4975,0.5439
2007,13.44377,2269210590424,0.44505,0.63274
2008,13.45151,2269210667769,0.42283,0.68692
2009,13.45789,2269210731490,0.38275,0.76944
2010,13.46498,2269210802428,0.37934,0.78293
2011,13.47136,2269210866218,0.3705,0.81387
2012,13.47842,2269210936850,0.36776,0.82237
2013,13.48398,2269210992493,0.36667,0.82539
2014,13.49162,2269211068866,0.36799,0.82188
2015,13.49748,2269211127546,0.36456,0.83138
2016,13.50423,2269211194877,0.3613,0.84103
2017,13.5108,2269211260750,0.36116,0.84606
2018,13.51851,2269211337772,0.35976,0.85177
2019,13.52536,2269211406305,0.35862,0.85645
2020,13.53174,2269211469970,0.36179,0.85938
2021,13.53844,2269211536954,0.36515,0.86514
2022,13.54454,2269211598000,0.36802,0.87007
2023,13.55095,2269211662076,0.36886,0.87016
2024,13.55766,2269211729334,0.36946,0.86809
2025,13.56477,2269211800379,0.36999,0.86626
2026,13.57147,2269211867318,0.37127,0.86541
2027,13.57823,2269211935026,0.37138,0.8627
2028,13.58496,2269212002292,0.37149,0.86027
2029,13.59117,2269212064337,0.37226,0.86067
2030,13.5988,2269212140685,0.37167,0.86139
2031,13.60457,2269212198382,0.37113,0.86204
2032,13.61127,2269212265402,0.37108,0.86106
2033,13.61838,2269212336436,0.37079,0.85995
2034,13.62492,2269212401825,0.37052,0.85893
2035,13.63152,2269212467865,0.3707,0.85894
2036,13.638,2269212532715,0.37108,0.86052
2037,13.64575,2269212610251,0.37143,0.86199
2038,13.65239,2269212676494,0.37041,0.86159
2039,13.65918,2269212744425,0.36721,0.86205
2040,13.6664,2269212816588,0.36422,0.86249
2041,13.67294,2269212882045,0.36076,0.86114
2042,13.67917,2269212944324,0.33394,0.85187
2043,13.68498,2269213002420,0.30643,0.80363
2044,13.69186,2269213071319,0.27773,0.81997
2045,13.69839,2269213136670,0.27822,0.83465
2046,13.70502,2269213202890,0.27851,0.84346
2047,13.71191,2269213271835,0.27026,0.83884
2048,13.71863,2269213338936,0.26668,0.84297
2049,13.72601,2269213412764,0.26477,0.84388
2050,13.73199,2269213472622,0.26765,0.83195
2051,13.73984,2269213551073,0.26811,0.82318
2052,13.74605,2269213613186,0.26892,0.81374
2053,13.75198,2269213672423,0.26892,0.81374
2054,13.75978,2269213750507,0.26892,0.81374
2055,13.76552,2269213807915,0.26892,0.81374
2056,13.77206,2269213873328,0.2774,0.80836
2057,13.77933,2269213945992,0.284,0.80637
2058,13.78583,2269214010914,0.28966,0.80467
2059,13.79225,2269214075230,0.28805,0.79772
2060,13.79858,2269214138493,0.28563,0.79098
2061,13.80565,2269214209133,0.2835,0.78503
2062,13.81242,2269214276936,0.28966,0.75551
2063,13.81952,2269214347838,0.27892,0.75386
2064,13.82558,2269214408350,0.27535,0.75331
2065,13.83263,2269214478916,0.25408,0.7433
2066,13.84007,2269214553369,0.24559,0.74565
2067,13.84628,2269214615431,0.23992,0.74722
2068,13.85298,2269214682414,0.24915,0.74347
2069,13.85966,2269214749274,0.25012,0.72813
2070,13.86702,2269214822895,0.25086,0.7162
2071,13.87262,2269214878878,0.25319,0.70727
2072,13.87936,2269214946253,0.25609,0.70088
2073,13.88593,2269215011903,0.2585,0.69555
2074,13.89255,2269215078120,0.26017,0.69469
2075,13.90033,2269215155925,0.26182,0.68926
2076,13.90605,2269215213153,0.26325,0.68455
2077,13.91283,2269215280906,0.26403,0.68484
2078,13.92101,2269215362708,0.27278,0.65953
2079,13.92661,2269215418665,0.27484,0.67239
2080,13.93298,2269215482501,0.28175,0.66085
2081,13.93959,2269215548546,0.26958,0.62795
2082,13.94633,2269215615952,0.26228,0.60821
2083,13.95302,2269215682788,0.26179,0.61171
2084,13.95975,2269215750093,0.25845,0.59688
2085,13.96646,2269215817209,0.25594,0.58575
2086,13.97292,2269215881870,0.25436,0.57608
2087,13.98026,2269215955225,0.25474,0.56764
2088,13.98695,2269216022263,0.25505,0.56073
2089,13.99358,2269216088483,0.25583,0.56236
2090,14.00031,2269216155715,0.25731,0.55902
2091,14.0065,2269216217663,0.25858,0.55615
2092,14.01323,2269216284934,0.25132,0.52024
2093,14.01987,2269216351314,0.25072,0.48945
2094,14.0267,2269216419686,0.25051,0.47919
2095,14.03345,2269216487196,0.24603,0.47874
2096,14.03996,2269216552276,0.25121,0.46614
2097,14.04826,2269216635367,0.25467,0.45774
2098,14.05527,2269216705346,0.258,0.47007
2099,14.06155,2269216768230,0.25344,0.46345
2100,14.06873,2269216839911,0.2499,0.4583
2101,14.07536,2269216906281,0.25184,0.45497
2102,14.08154,2269216968146,0.25174,0.45249
2103,14.08855,2269217038051,0.25165,0.45042
2104,14.09476,2269217100297,0.25145,0.44754
2105,14.10173,2269217169918,0.25234,0.44482
2106,14.10788,2269217231524,0.25311,0.44245
2107,14.11382,2269217290771,0.25178,0.43974
2108,14.12036,2269217356317,0.25203,0.43583
2109,14.12726,2269217425309,0.25107,0.43648
2110,14.13379,2269217490541,0.2476,0.443
2111,14.1413,2269217565667,0.24495,0.4454
2112,14.14757,2269217628289,0.24255,0.44756
2113,14.1546,2269217698690,0.24174,0.44545
2114,14.16116,2269217764274,0.24295,0.43932
2115,14.16731,2269217825780,0.24435,0.42982
2116,14.17451,2269217897868,0.23966,0.39661
2117,14.18118,2269217964427,0.24497,0.34488
2118,14.18855,2269218038205,0.24674,0.32763
2119,14.19585,2269218111165,0.24204,0.29157
2120,14.20088,2269218161449,0.26254,0.25348
2121,14.20764,2269218229053,0.26906,0.24466
2122,14.215,2269218302628,0.25934,0.25132
2123,14.22189,2269218371560,0.261,0.25661
2124,14.22824,2269218435121,0.26196,0.26222
2125,14.23445,2269218497245,0.25619,0.25844
2126,14.24113,2269218564002,0.25659,0.26404
2127,14.24786,2269218631226,0.2569,0.26839
2128,14.25531,2269218705710,0.25734,0.30522
2129,14.26254,2269218778080,0.25973,0.3309
2130,14.26872,2269218839955,0.26173,0.3523
2131,14.27574,2269218910072,0.26133,0.36832
2132,14.28278,2269218980409,0.25927,0.38094
2133,14.28783,2269219030975,0.25477,0.42729
2134,14.29593,2269219112013,0.25968,0.47768
2135,14.3024,2269219176708,0.27567,0.50063
2136,14.30898,2269219242334,0.29536,0.52966
2137,14.31662,2269219318834,0.2955,0.55602
2138,14.32574,2269219410086,0.28808,0.55719
2139,14.33307,2269219483327,0.28401,0.56064
2140,14.33821,2269219534817,0.28343,0.56062
2141,14.34309,2269219583619,0.27876,0.55422
2142,14.34805,2269219633190,0.27517,0.55014
2143,14.35478,2269219700442,0.27473,0.52911
2144,14.36154,2269219768075,0.27502,0.51059
2145,14.36836,2269219836353,0.27541,0.49546
2146,14.37592,2269219911810,0.2774,0.4816
2147,14.3837,2269219989624,0.27536,0.47327
2148,14.39034,2269220056028,0.27336,0.46712
2149,14.39813,2269220133944,0.27445,0.46169
2150,14.40448,2269220197446,0.27049,0.43306
2151,14.41298,2269220282408,0.26917,0.41888
2152,14.42006,2269220353291,0.27101,0.39147
2153,14.42793,2269220432007,0.27157,0.38137
2154,14.43501,2269220502818,0.27221,0.37429
2155,14.44145,2269220567148,0.27183,0.37054
2156,14.44704,2269220623097,0.26974,0.3629
2157,14.45192,2269220671879,0.26817,0.35718
2158,14.45659,2269220718602,0.26791,0.35557
2159,14.46201,2269220772749,0.26617,0.3443
2160,14.47012,2269220853874,0.26474,0.33508
2161,14.47607,2269220913471,0.2634,0.32433
2162,14.48358,2269220988451,0.26294,0.31629
2163,14.49008,2269221053423,0.26271,0.30896
2164,14.49837,2269221136364,0.26243,0.30073
2165,14.50476,2269221200328,0.25805,0.26601
2166,14.51248,2269221277462,0.25334,0.23403
2167,14.52019,2269221354481,0.25655,0.22242
2168,14.52835,2269221436121,0.25569,0.24238
2169,14.53589,2269221511583,0.25966,0.26362
2170,14.54332,2269221585854,0.25888,0.27613
2171,14.55099,2269221662551,0.25858,0.28401
2172,14.55589,2269221711585,0.26028,0.29542
2173,14.56248,2269221777454,0.26222,0.30349
2174,14.56921,2269221844818,0.26393,0.30937
2175,14.57689,2269221921519,0.2642,0.31477
2176,14.58487,2269222001369,0.26361,0.31964
2177,14.59068,2269222059444,0.263,0.32416
2178,14.5977,2269222129687,0.26369,0.32838
2179,14.60654,2269222218063,0.26686,0.36001
2180,14.61316,2269222284211,0.27424,0.37391
2181,14.61938,2269222346565,0.27846,0.37883
2182,14.62697,2269222422332,0.27843,0.36869
2183,14.63303,2269222482881,0.27868,0.36131
2184,14.64061,2269222558782,0.27861,0.36414
2185,14.6479,2269222631751,0.27774,0.36258
2186,14.65536,2269222706294,0.27731,0.36069
2187,14.66112,2269222763891,0.27739,0.35843
2188,14.6666,2269222818658,0.27959,0.35755
2189,14.67157,2269222868343,0.28138,0.35709
2190,14.67648,2269222917535,0.28228,0.35939
2191,14.68317,2269222984358,0.28163,0.36076
2192,14.69078,2269223060426,0.28095,0.36236
2193,14.69637,2269223116300,0.28091,0.36587
2194,14.70488,2269223201452,0.27958,0.37002
2195,14.71078,2269223260578,0.27823,0.37414
2196,14.7188,2269223340657,0.27769,0.37616
2197,14.72534,2269223406134,0.27856,0.37812
2198,14.73357,2269223488379,0.27941,0.37958
2199,14.73991,2269223551858,0.27956,0.38051
2200,14.74461,2269223598812,0.27959,0.3808
2201,14.75011,2269223653665,0.27968,0.38083
2202,14.75681,2269223720694,0.27995,0.38023
2203,14.76344,2269223787131,0.27958,0.3816
2204,14.77054,2269223857975,0.27923,0.38285
2205,14.77684,2269223921024,0.27897,0.3831
2206,14.78374,2269223990025,0.27881,0.3827
2207,14.7903,2269224055683,0.27866,0.38233
2208,14.79765,2269224129182,0.2786,0.38298
2209,14.80373,2269224189910,0.27846,0.38301
2210,14.81026,2269224255290,0.27833,0.38304
2211,14.81714,2269224323983,0.27841,0.38249
2212,14.82448,2269224397465,0.27841,0.38347
2213,14.83168,2269224469465,0.27837,0.38455
2214,14.83957,2269224548401,0.27813,0.3842
2215,14.84761,2269224628695,0.27803,0.38512
2216,14.85503,2269224702994,0.27794,0.38591
2217,14.86212,2269224773800,0.27797,0.38604
2218,14.86848,2269224837531,0.27787,0.38493
2219,14.87633,2269224915908,0.27784,0.38369
2220,14.88228,2269224975384,0.27772,0.38342
2221,14.88701,2269225022736,0.27795,0.38278
2222,14.89175,2269225070244,0.27816,0.38217
2223,14.89751,2269225127674,0.2782,0.38204
2224,14.90549,2269225207465,0.27814,0.38179
2225,14.91176,2269225270282,0.27807,0.38156
2226,14.91754,2269225328057,0.27813,0.38118
2227,14.92422,2269225394872,0.27813,0.38205
2228,14.93108,2269225463469,0.27779,0.38244
2229,14.9395,2269225547606,0.27744,0.38286
2230,14.94522,2269225604850,0.27732,0.3836
2231,14.95129,2269225665556,0.27717,0.38447
2232,14.95863,2269225739057,0.27713,0.38437
2233,14.96629,2269225815523,0.27712,0.38466
2234,14.97261,2269225878753,0.27707,0.38513
2235,14.97952,2269225947876,0.27697,0.38693
2236,14.98651,2269226017785,0.27638,0.38832
2237,14.99135,2269226066201,0.27577,0.38971
2238,14.99803,2269226132987,0.27512,0.39023
2239,15.00471,2269226199773,0.27542,0.39078
2240,15.01143,2269226266912,0.2758,0.39102
2241,15.01982,2269226350930,0.27574,0.39024
2242,15.02475,2269226400211,0.27624,0.38873
2243,15.03267,2269226479357,0.27683,0.38702
2244,15.03818,2269226534492,0.27679,0.38612
2245,15.04482,2269226600737,0.27675,0.38571
2246,15.05275,2269226680230,0.27664,0.3856
2247,15.05817,2269226734321,0.27609,0.38521
2248,15.06657,2269226818446,0.27613,0.38495
2249,15.07338,2269226886412,0.27612,0.38486
2250,15.08026,2269226955329,0.27567,0.38528
2251,15.08633,2269227015975,0.276,0.38554
2252,15.09363,2269227088889,0.27636,0.38567
2253,15.09999,2269227152640,0.27593,0.385
2254,15.10512,2269227203774,0.27584,0.38518
2255,15.11172,2269227269924,0.27576,0.38537
2256,15.11868,2269227339538,0.27596,0.38451
2257,15.12541,2269227406846,0.27623,0.38402
2258,15.13182,2269227470841,0.27649,0.38359
2259,15.13918,2269227544441,0.27654,0.38408
2260,15.14551,2269227607697,0.27658,0.38371
2261,15.15196,2269227672328,0.2766,0.38335
2262,15.15967,2269227749314,0.27638,0.38399
2263,15.16687,2269227821342,0.27614,0.38336
2264,15.17426,2269227895237,0.27591,0.38273
2265,15.17975,2269227950183,0.2755,0.38308
2266,15.1866,2269228018619,0.27594,0.38448
2267,15.19386,2269228091258,0.27632,0.38602
2268,15.19978,2269228150445,0.27606,0.38592
2269,15.20663,2269228219065,0.27582,0.38676
2270,15.21223,2269228274983,0.27558,0.38759
2271,15.2191,2269228343635,0.27527,0.38815
2272,15.22581,2269228410820,0.27499,0.38789
2273,15.23256,2269228478215,0.27474,0.38758
2274,15.23982,2269228550906,0.2745,0.38861
2275,15.24574,2269228610047,0.27448,0.38856
2276,15.25238,2269228676493,0.27441,0.38858
2277,15.25967,2269228749390,0.27427,0.38879
2278,15.26674,2269228820064,0.27401,0.38908
2279,15.27365,2269228889118,0.27379,0.38926
2280,15.28113,2269228963937,0.27394,0.38942
2281,15.2879,2269229031657,0.27382,0.38962
2282,15.29337,2269229086279,0.27373,0.38972
2283,15.30103,2269229162895,0.27381,0.38892
2284,15.30692,2269229221799,0.27338,0.38842
2285,15.31416,2269229294229,0.27294,0.38798
2286,15.32068,2269229359491,0.27309,0.38805
2287,15.32625,2269229415201,0.27246,0.38825
2288,15.33302,2269229482830,0.27182,0.38848
2289,15.33963,2269229548961,0.27173,0.389
2290,15.34636,2269229616278,0.27173,0.3894
2291,15.35287,2269229681431,0.27172,0.38979
2292,15.35968,2269229749520,0.27199,0.38964
2293,15.36797,2269229832343,0.2718,0.38973
2294,15.37387,2269229891428,0.27155,0.38999
2295,15.38118,2269229964487,0.27179,0.39095
2296,15.3875,2269230027671,0.2711,0.39212
2297,15.39537,2269230106351,0.27044,0.39315
2298,15.40091,2269230161750,0.2704,0.39342
2299,15.40817,2269230234421,0.27031,0.39294
2300,15.41492,2269230301781,0.27022,0.39253
2301,15.42097,2269230362372,0.27066,0.3938
2302,15.42784,2269230431009,0.27069,0.39387
2303,15.43332,2269230485872,0.27068,0.394
2304,15.44019,2269230554583,0.27051,0.39519
2305,15.4467,2269230619646,0.27048,0.39597
2306,15.45357,2269230688382,0.27053,0.39644
2307,15.46106,2269230763215,0.27059,0.39616
2308,15.46677,2269230820391,0.27071,0.39585
2309,15.47453,2269230897941,0.27083,0.3956
2310,15.4803,2269230955592,0.27096,0.39561
2311,15.48767,2269231029317,0.27133,0.39647
2312,15.49449,2269231097588,0.27163,0.39763
2313,15.50146,2269231167305,0.27143,0.39714
2314,15.50885,2269231241146,0.27135,0.39703
2315,15.51457,2269231298411,0.27127,0.39687
2316,15.52245,2269231377059,0.27117,0.3972
2317,15.52794,2269231432027,0.27078,0.39774
2318,15.53535,2269231506247,0.27043,0.39814
2319,15.54071,2269231559733,0.27051,0.39794
2320,15.54715,2269231624195,0.27105,0.39861
2321,15.55403,2269231692986,0.27154,0.39952
2322,15.56071,2269231759879,0.27168,0.39954
2323,15.56895,2269231842247,0.27174,0.40071
2324,15.57449,2269231897665,0.27187,0.40166
2325,15.58084,2269231961016,0.27208,0.40135
2326,15.58871,2269232039805,0.27209,0.40178
2327,15.59555,2269232108134,0.27213,0.40213
2328,15.60272,2269232179843,0.27173,0.40213
2329,15.60861,2269232238809,0.27202,0.4024
2330,15.61493,2269232302011,0.27222,0.40288
2331,15.62177,2269232370235,0.27206,0.40282
2332,15.62854,2269232438025,0.27249,0.40291
2333,15.63527,2269232505282,0.27303,0.4027
2334,15.64186,2269232571228,0.27338,0.40225
2335,15.64957,2269232648298,0.27356,0.40176
2336,15.65445,2269232697090,0.2737,0.40138
2337,15.66145,2269232767239,0.27361,0.40078
2338,15.66794,2269232832105,0.27302,0.40102
2339,15.6745,2269232897722,0.27241,0.40138
2340,15.68221,2269232974659,0.27198,0.40151
2341,15.68796,2269233032310,0.27175,0.40123
2342,15.69543,2269233106981,0.27154,0.40084
2343,15.70236,2269233176346,0.27143,0.40118
2344,15.70932,2269233245857,0.27126,0.40096
2345,15.71573,2269233309970,0.27112,0.40064
2346,15.72255,2269233378174,0.27161,0.40086
2347,15.72977,2269233450268,0.2716,0.40071
2348,15.73579,2269233510624,0.27159,0.4005
2349,15.74292,2269233581869,0.27166,0.39946
2350,15.74864,2269233639059,0.27164,0.39966
2351,15.75652,2269233717842,0.27162,0.39991
2352,15.76259,2269233778581,0.27129,0.39921
2353,15.76839,2269233836492,0.27077,0.39854
2354,15.77512,2269233903785,0.27018,0.3981
2355,15.78183,2269233970970,0.26971,0.3981
2356,15.78854,2269234038094,0.26938,0.3984
2357,15.79544,2269234107082,0.26908,0.39859
2358,15.80237,2269234176406,0.26932,0.39896
2359,15.80972,2269234249845,0.26932,0.39885
2360,15.81665,2269234319170,0.26935,0.39863
2361,15.82355,2269234388075,0.27018,0.39946
2362,15.82954,2269234448131,0.27023,0.39976
2363,15.83688,2269234521565,0.27032,0.39996
2364,15.8419,2269234571758,0.2705,0.40056
2365,15.85007,2269234653291,0.27084,0.40007
2366,15.85651,2269234717697,0.2712,0.39954
2367,15.86349,2269234787643,0.27117,0.39924
2368,15.87042,2269234856895,0.27101,0.39954
2369,15.87556,2269234908298,0.27082,0.3999
2370,15.8822,2269234974615,0.27115,0.40023
2371,15.88899,2269235042566,0.27124,0.39943
2372,15.89574,2269235110031,0.27133,0.39868
2373,15.90408,2269235193450,0.27147,0.39915
2374,15.90903,2269235242877,0.27167,0.39846
2375,15.91559,2269235308495,0.27183,0.39786
2376,15.92331,2269235385790,0.27208,0.39768
2377,15.92989,2269235451449,0.27177,0.39814
2378,15.93703,2269235522888,0.27149,0.39854
2379,15.94437,2269235596345,0.27143,0.39894
2380,15.95064,2269235659051,0.27133,0.39953
2381,15.95642,2269235716829,0.27114,0.40041
2382,15.96446,2269235797312,0.27063,0.40084
2383,15.96996,2269235852156,0.27054,0.40157
2384,15.97716,2269235924200,0.27044,0.40235
2385,15.9837,2269235989719,0.27007,0.40275
2386,15.9894,2269236046632,0.2704,0.403
2387,15.99612,2269236113839,0.27073,0.4032
2388,16.00282,2269236180811,0.27091,0.40497
2389,16.01102,2269236262770,0.27109,0.40597
2390,16.01648,2269236317511,0.27137,0.40664
2391,16.02336,2269236386222,0.27367,0.4048
2392,16.02974,2269236449988,0.27758,0.40407
2393,16.03709,2269236523659,0.28146,0.40352
2394,16.0448,2269236600651,0.31736,0.41579
2395,16.05055,2269236658233,0.37517,0.47195
2396,16.05704,2269236723016,0.3939,0.49252
2397,16.06326,2269236785270,0.42413,0.37641
2398,16.07065,2269236859084,0.42413,0.37641
2399,16.07846,2269236937300,0.42413,0.37641
2400,16.08427,2269236995353,0.0,0.0
2401,16.09113,2269237063881,0.0,0.0
2402,16.09647,2269237117248,0.0,0.0
2403,16.10332,2269237185822,0.0,0.0
2404,16.11012,2269237253890,0.0,0.0
2405,16.11676,2269237320297,0.0,0.0
2406,16.12437,2269237396420,0.0,0.0
2407,16.12997,2269237452370,0.0,0.0
2408,16.13774,2269237530121,0.0,0.0
2409,16.14334,2269237586109,0.0,0.0
2410,16.15211,2269237673804,0.0,0.0
2411,16.15773,2269237729886,0.0,0.0
2412,16.16539,2269237806584,0.0,0.0
2413,16.17078,2269237860364,0.0,0.0
2414,16.17873,2269237939854,0.0,0.0
2415,16.18501,2269238002748,0.0,0.0
2416,16.1909,2269238061618,0.0,0.0
2417,16.19853,2269238137958,0.0,0.0
2418,16.20367,2269238189336,0.0,0.0
2419,16.21051,2269238257741,0.0,0.0
2420,16.21704,2269238323012,0.0,0.0
2421,16.22388,2269238391498,0.0,0.0
2422,16.23212,2269238473806,0.0,0.0
2423,16.23816,2269238534210,0.0,0.0
2424,16.24385,2269238591217,0.0,0.0
2425,16.25067,2269238659431,0.0,0.0
2426,16.25816,2269238734251,0.0,0.0
2427,16.2655,2269238807703,0.0,0.0
2428,16.27162,2269238868879,0.0,0.0
2429,16.27798,2269238932487,0.0,0.0
2430,16.28598,2269239012454,0.0,0.0
2431,16.29225,2269239075141,0.0,0.0
2432,16.29878,2269239140415,0.0,0.0
2433,16.30542,2269239206814,0.0,0.0
2434,16.31209,2269239273530,0.0,0.0
2435,16.31767,2269239329428,0.0,0.0
2436,16.32442,2269239396892,0.0,0.0
2437,16.33086,2269239461205,0.0,0.0
2438,16.33775,2269239530173,0.0,0.0
2439,16.34525,2269239605158,0.0,0.0
2440,16.35101,2269239662826,0.0,0.0
2441,16.35924,2269239745063,0.0,0.0
2442,16.3652,2269239804646,0.0,0.0
2443,16.37106,2269239863287,0.0,0.0
2444,16.37794,2269239932134,0.0,0.0
2445,16.38449,2269239997492,0.0,0.0
2446,16.39133,2269240065997,0.0,0.0
2447,16.39795,2269240132104,0.0,0.0
2448,16.40474,2269240200089,0.0,0.0
2449,16.41139,2269240266639,0.0,0.0
2450,16.4182,2269240334628,0.0,0.0
2451,16.42484,2269240401059,0.0,0.0
2452,16.4315,2269240467659,0.0,0.0
2453,16.43828,2269240535387,0.0,0.0
2454,16.44495,2269240602105,0.0,0.0
2455,16.45261,2269240678677,0.0,0.0
2456,16.45956,2269240748334,0.0,0.0
2457,16.4653,2269240805692,0.0,0.0
2458,16.47279,2269240880530,0.0,0.0
2459,16.47931,2269240945784,0.0,0.0
2460,16.4855,2269241007754,0.0,0.0
2461,16.49171,2269241069779,0.0,0.0
2462,16.49925,2269241145120,0.0,0.0
2463,16.50549,2269241207656,0.0,0.0
2464,16.51181,2269241270776,0.0,0.0
2465,16.51857,2269241338364,0.0,0.0
2466,16.52533,2269241405977,0.0,0.0
2467,16.53198,2269241472547,0.0,0.0
2468,16.53871,2269241539738,0.0,0.0
2469,16.5453,2269241605715,0.20742,0.41589
2470,16.55211,2269241673754,0.22979,0.3484
2471,16.55881,2269241740765,0.23725,0.3259
2472,16.56549,2269241807527,0.25217,0.2809
2473,16.573,2269241882694,0.25217,0.2809
2474,16.57986,2269241951350,0.25217,0.2809
2475,16.58572,2269242009963,0.0,0.0
2476,16.59343,2269242086997,0.0,0.0
2477,16.59937,2269242146334,0.0,0.0
2478,16.60672,2269242219809,0.0,0.0
2479,16.61243,2269242276895,0.12344,0.18571
2480,16.61981,2269242350794,0.12344,0.18571
2481,16.62631,2269242415741,0.24688,0.37143
2482,16.63356,2269242488277,0.29896,0.41678
2483,16.63907,2269242543295,0.31632,0.43189
2484,16.64581,2269242610803,0.34513,0.49614
2485,16.65262,2269242678782,0.35873,0.57987
2486,16.65935,2269242746063,0.36327,0.60778
2487,16.66704,2269242823065,0.37321,0.65099
2488,16.67258,2269242878431,0.35682,0.65702
2489,16.67996,2269242952247,0.35682,0.65702
2490,16.6869,2269243021734,0.35151,0.61064
2491,16.69377,2269243090299,0.35183,0.61272
2492,16.70044,2269243157000,0.35203,0.61397
2493,16.70767,2269243229361,0.35203,0.61397
2494,16.71434,2269243296064,0.34671,0.6054
2495,16.72017,2269243354390,0.34671,0.6054
2496,16.72705,2269243423167,0.34671,0.6054
2497,16.73393,2269243491918,0.34671,0.6054
2498,16.74052,2269243557972,0.34141,0.59628
2499,16.74739,2269243626577,0.34141,0.59628
2500,16.7529,2269243681577,0.34141,0.59628
2501,16.75961,2269243748718,0.0,0.0
2502,16.76643,2269243816919,0.0,0.0
2503,16.77502,2269243902875,0.1729,0.29966
2504,16.78065,2269243959277,0.3458,0.59932
2505,16.78645,2269244017145,0.3458,0.59932
2506,16.79352,2269244087865,0.33167,0.58501
2507,16.80054,2269244157959,0.32696,0.58024
2508,16.80678,2269244220378,0.32714,0.56985
2509,16.8141,2269244293692,0.32714,0.56985
2510,16.82033,2269244355907,0.32714,0.56985
2511,16.82677,2269244420288,0.32714,0.56985
2512,16.83447,2269244497408,0.32092,0.56002
2513,16.84131,2269244565764,0.32092,0.56002
2514,16.84793,2269244631939,0.32092,0.56002
2515,16.85352,2269244687878,0.0,0.0
2516,16.86029,2269244755612,0.0,0.0
2517,16.8671,2269244823586,0.18277,0.26144
2518,16.87373,2269244889961,0.35845,0.55841
2519,16.88197,2269244972443,0.35491,0.57617
2520,16.88704,2269245023120,0.34153,0.54469
2521,16.89355,2269245088229,0.34153,0.54469
2522,16.90041,2269245156707,0.34153,0.54469
