1644348092.000000, 1644348092.000000, 1644348092.000000
32.000000, 32.000000, 32.000000
-59,18,-18
-60,18,-18
-63,17,-21
-59,17,-21
-64,17,-16
-61,16,-24
-58,16,-20
-61,17,-19
-60,16,-21
-61,16,-21
-61,17,-20
-60,16,-21
-59,16,-22
-58,16,-22
-59,15,-21
-60,16,-21
-60,16,-20
-61,16,-21
-61,16,-20
-61,15,-20
-62,15,-21
-60,15,-20
-61,15,-20
-61,15,-20
-60,15,-20
-60,15,-20
-60,15,-20
-60,15,-20
-60,16,-20
-61,16,-20
-61,15,-19
-61,15,-19
-61,16,-19
-61,15,-19
-61,15,-19
-60,16,-18
-61,16,-20
-62,16,-20
-61,16,-20
-60,16,-20
-61,15,-19
-59,15,-17
-62,16,-19
-61,16,-19
-60,16,-19
-61,15,-19
-61,16,-18
-61,16,-19
-61,16,-19
-61,16,-19
-61,15,-19
-61,15,-19
-61,15,-19
-61,16,-19
-61,15,-19
-61,16,-19
-60,16,-19
-61,16,-19
-61,16,-18
-61,16,-19
-61,16,-19
-61,16,-19
-61,16,-19
-60,15,-19
-60,15,-18
-62,15,-20
-60,16,-19
-60,15,-17
-61,16,-21
-60,16,-21
-59,16,-16
-61,16,-17
-60,16,-19
-61,16,-20
-60,16,-19
-60,16,-19
-61,16,-20
-61,16,-18
-61,16,-18
-61,16,-19
-61,17,-18
-61,17,-18
-61,16,-19
-60,16,-19
-60,16,-19
-60,16,-19
-62,16,-19
-58,15,-17
-63,16,-21
-60,16,-19
-60,16,-20
-61,16,-20
-61,16,-20
-61,16,-19
-61,16,-20
-61,16,-19
-61,16,-19
-61,16,-19
-61,16,-20
-60,16,-19
-60,16,-19
-60,16,-20
-61,16,-19
-61,16,-20
-61,16,-19
-61,16,-19
-61,16,-19
-61,16,-21
-60,16,-19
-61,16,-18
-61,16,-19
-61,16,-19
-61,16,-19
-60,16,-19
-61,16,-19
-60,16,-18
-60,16,-20
-60,17,-19
-61,16,-19
-61,16,-19
-61,16,-19
-61,17,-19
-60,17,-19
-59,17,-20
-60,16,-20
-61,16,-16
-62,16,-21
-62,16,-19
-60,16,-19
-60,16,-20
-60,16,-20
-60,16,-20
-60,16,-19
-61,16,-20
-62,17,-19
-60,17,-20
-60,15,-19
-60,15,-18
-61,16,-19
-62,16,-19
-61,17,-19
-60,16,-19
-61,16,-19
-60,16,-19
-60,16,-19
-61,16,-20
-61,16,-20
-61,17,-19
-61,16,-19
-59,16,-21
-63,17,-20
-59,17,-20
-60,16,-18
-64,17,-19
-59,15,-20
-63,17,-20
-61,16,-21
-60,16,-19
-61,17,-19
-63,17,-20
-60,16,-19
-60,16,-19
-60,17,-20
-61,16,-20
-60,16,-20
-61,16,-20
-60,16,-20
-61,16,-20
-60,16,-20
-60,16,-20
-61,16,-20
-61,16,-19
-61,16,-20
-61,16,-20
-59,16,-19
-61,16,-20
-62,16,-21
-60,17,-17
-60,17,-17
-59,17,-21
-62,17,-23
-63,16,-20
-60,17,-15
-61,15,-18
-61,17,-19
-59,16,-18
-61,17,-21
-61,16,-19
-59,16,-19
-62,16,-18
-60,16,-17
-61,16,-17
-62,16,-20
-61,17,-21
-59,17,-19
-63,18,-19
-61,17,-20
-61,16,-16
-64,15,-15
-60,15,-18
-63,16,-19
-61,17,-18
-60,16,-17
-61,16,-19
-62,16,-19
-60,15,-14
-60,16,-14
-61,16,-21
-63,15,-21
-61,15,-19
-63,14,-19
-62,14,-20
-58,14,-20
-61,14,-15
-62,15,-9
-66,16,-11
-58,17,-14
-60,16,-16
-63,12,-20
-59,15,-12
-66,16,-18
-69,16,-19
-56,13,-18
-57,14,-12
-54,12,-18
-63,15,-21
-62,15,-23
-62,16,-14
-62,17,-13
-62,15,-16
-61,13,-17
-64,15,-19
-60,14,-15
-63,14,-12
-64,15,-16
-61,16,-13
-64,15,-15
-62,15,-13
-62,16,-13
-62,16,-15
-62,16,-14
-62,16,-13
-62,16,-14
-62,16,-15
-62,16,-15
-62,16,-15
-62,16,-16
-63,16,-15
-62,16,-15
-61,16,-14
-61,15,-14
-59,16,-16
-62,15,-22
-61,16,-22
-60,16,-23
-61,15,-21
